Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate	theta	population_size	
17000	-5693.018564911423	-5679.772277015949	-13.246287895473639	0.6131170563515111	5.089297412640168	0.011185402957351742	0.010453158758327809	77877.97779975779	
17050	-5691.809468880401	-5678.772049501969	-13.037419378432016	0.5638257909322533	5.555101643303519	0.010608034732341428	0.010399938363189185	81698.59470986799	
17100	-5693.870493627852	-5679.677848795013	-14.192644832839015	0.6568051223994841	6.228272342805442	0.010184879404254742	0.010399938363189185	85092.95946142639	
17150	-5693.274211905928	-5680.0164807848	-13.257731121128234	0.5002368048904257	5.0445387651871805	0.011796883930714057	0.010584948481059968	74772.2063952645	
17200	-5695.562251312784	-5682.276606091651	-13.285645221132597	0.8886552219793528	4.96036692898924	0.012189937704304475	0.010584948481059968	72361.24264825844	
17250	-5695.746599266117	-5682.182548981532	-13.564050284585342	0.5405482889587232	4.680530480323412	0.01405841765178186	0.012060884877146683	71492.6647263772	
17300	-5694.150228589042	-5680.7916626716205	-13.35856591742142	0.552300183826249	4.905911923221762	0.015853079111681295	0.013133662731322259	69038.44272564037	
17350	-5695.168255622059	-5681.899058261373	-13.269197360686094	0.6471447346290785	4.870058449668827	0.016015471511832084	0.013688968798094024	71227.83734455741	
17400	-5697.519380957533	-5683.984362285311	-13.535018672221494	0.6756556266389607	5.605647550919346	0.01535830694548988	0.013688968798094024	74275.59586417567	
17450	-5697.428444028538	-5683.074123750084	-14.3543202784543	0.7866532730737802	5.835560170917182	0.014774013471564906	0.014399740997651402	81222.2365155218	
17500	-5696.944732601577	-5683.121965559368	-13.822767042209245	0.444587528571571	5.329869780748839	0.014774013471564906	0.013753506974250656	77577.13118330829	
17550	-5694.122029606063	-5680.643862248873	-13.478167357189454	0.5983064155542407	5.774551274510192	0.013058686850433413	0.012827959151529091	81860.95648087909	
17600	-5696.833388724305	-5680.765540774599	-16.067847949706103	0.2978674187431219	6.568290792191718	0.01072937946206635	0.012451510365866647	96708.84206218449	
17650	-5695.220607327993	-5681.486006235118	-13.734601092874748	0.8551126992406707	5.553976019775862	0.010218255408628646	0.01061964974639117	86606.84009248432	
17700	-5697.303303888725	-5680.65524266779	-16.64806122093525	0.3185890022807791	7.110418033286975	0.008503003117128944	0.01043213230701214	102239.68484339614	
17750	-5696.15309969598	-5680.633548011708	-15.519551684271853	0.48422708877667875	6.926782589782914	0.008586582983006607	0.01043213230701214	101244.50676574907	
17800	-5696.749969505447	-5681.386666232081	-15.363303273366025	0.6278638829606584	6.625665535484549	0.008586582983006607	0.010148836903147412	98495.10687422269	
17850	-5696.9398808366	-5682.072082195038	-14.867798641561885	0.7533295393572151	6.180118857112337	0.008557940699434104	0.010201427506465993	99336.86020147118	
17900	-5695.973442600643	-5681.071105272497	-14.902337328145212	0.5873366743383408	6.468783814856561	0.008743037052201584	0.00996321408468528	94963.32171912392	
17950	-5697.056921187752	-5681.342331626662	-15.714589561089733	0.3708799286316443	6.7572296381654455	0.008597595902854277	0.011085890743373884	107451.45957694919	
18000	-5700.735476392642	-5683.313729230025	-17.421747162616768	0.7256184412510713	6.963187348553931	0.008907873458395289	0.01153412289418452	107901.94902722175	
18050	-5702.113509787329	-5687.171394302886	-14.942115484443066	0.37864848331549916	6.117624857671566	0.009850498058533674	0.01153412289418452	97576.47807625566	
18100	-5703.1179838290855	-5687.836916772914	-15.281067056171615	0.7688686134915274	6.018996324593256	0.009454641150597643	0.010562484225931713	93097.8769904983	
18150	-5702.304314074319	-5687.30726799293	-14.997046081389607	0.4267356684175073	6.337971857661426	0.009454641150597643	0.011538665416951987	101701.95104146116	
18200	-5700.664791575929	-5687.004142229111	-13.66064934681823	0.5814316066752004	5.546879796571101	0.009421048401968151	0.010826460438988895	95764.8234132762	
18250	-5701.550636109741	-5687.943992587062	-13.606643522679175	0.6163185475184484	5.443476522975356	0.009556776309682996	0.010826460438988895	94404.74563250864	
18300	-5703.209436940343	-5688.769211129314	-14.440225811029137	0.6558088921186136	5.928814588799877	0.009968814427436025	0.013019965619397361	108839.13456786465	
18350	-5699.381666529211	-5683.224000215398	-16.1576663138126	0.272871481115768	5.9570142453484785	0.010514922514712144	0.012573764825168454	99650.16232546051	
18400	-5698.442132174303	-5682.123269577917	-16.31886259638545	0.32381427884796254	6.668405985176398	0.010023557621473465	0.012428970344240719	103331.3288355668	
18450	-5697.77750098384	-5682.077002306813	-15.700498677026792	0.518218634834228	6.668405985176398	0.010023557621473465	0.013151367672468205	109337.1582651622	
18500	-5693.275225705808	-5679.82329910241	-13.451926603398608	0.560230847633416	5.576053244325581	0.010112597874886994	0.011005724976073859	90693.18876841068	
18550	-5697.286219662748	-5680.963512457996	-16.32270720475237	0.4065649075689466	7.078874925029599	0.010369669539978858	0.012680047342806122	101900.12399398645	
18600	-5696.285641559252	-5681.258324366165	-15.02731719308731	0.4989403558826203	6.682230611687203	0.01069599482062002	0.012411567502658732	96699.49445883071	
18650	-5694.99176378495	-5678.705379354398	-16.286384430552143	0.5240017506823795	7.083767255201336	0.010031595713934706	0.012411567502658732	103103.9648509264	
18700	-5696.463637382501	-5680.158990269824	-16.304647112676513	0.6407969622933511	6.932352449830297	0.010031595713934706	0.012411567502658732	103103.9648509264	
18750	-5698.44225601427	-5681.401833694499	-17.040422319771327	0.8047003214882608	6.797024765661763	0.010182639362482808	0.011882410808414621	97244.03128225687	
18800	-5701.189965959232	-5683.539160372377	-17.650805586854673	0.9277797294516991	6.615285141541568	0.012000497264572427	0.012641389034622386	87783.78620430159	
18850	-5694.946182895095	-5681.904414348218	-13.041768546877814	0.7151846982421465	5.06890509679037	0.012235712354564762	0.011231234953158434	76492.17462580897	
18900	-5695.017480577852	-5681.427673350656	-13.589807227196818	0.5236786460553797	5.9005318669522975	0.010983504809335916	0.01129729691610035	85714.11639705472	
18950	-5697.562821101712	-5684.021336423887	-13.541484677825018	0.5794914527405508	5.243009414083311	0.012394055908513904	0.011332669070464142	76196.93635209533	
19000	-5695.710602808068	-5681.534568233701	-14.176034574366454	0.5923070151467595	6.001388213008359	0.009597043123020881	0.011639989772055676	101072.70908729413	
19050	-5694.807323936271	-5680.585738983274	-14.221584952997436	0.45007091915182423	6.001388213008359	0.01017741921957899	0.011549016243778066	94564.05396599662	
19100	-5694.7957273630145	-5679.941403415434	-14.854323947580227	0.7688828933217141	6.169991988298992	0.01057339385168179	0.011549016243778066	91022.62091199393	
19150	-5694.987444430007	-5681.040586111937	-13.946858318069772	0.6718564494770013	5.966148205552189	0.011079566834586344	0.01182212814796619	88918.39910099075	
19200	-5696.133180462648	-5681.338699927763	-14.794480534885308	0.8083501953074442	5.966148205552189	0.012129703865294826	0.01280570212589029	87977.56776877856	
19250	-5694.018323113277	-5680.706002811586	-13.312320301691118	0.5218368229670898	5.352949356526225	0.012129703865294826	0.011840337590791396	81345.33292735368	
19300	-5693.44832870932	-5679.837081402095	-13.611247307225211	0.7315661019833625	5.498420985967921	0.012129703865294826	0.011536629363212049	79258.8006223599	
19350	-5691.904960448592	-5678.6149242345955	-13.290036213996661	0.5572635281231092	5.418551346458929	0.01187685158322965	0.011431219782632214	80206.58015949083	
19400	-5691.826792746746	-5678.490101164775	-13.336691581970653	0.5572635281231092	5.458599025704612	0.01187685158322965	0.01218588110200806	85501.6234494247	
19450	-5694.596225997401	-5680.007832067868	-14.588393929533584	0.9083542298328283	5.311517248240158	0.013163484481361678	0.01222015613897752	77361.45747402073	
19500	-5694.852523157791	-5680.583023165329	-14.269499992462876	0.4559614917478626	4.792663509259102	0.013235804026427862	0.01222015613897752	76938.75966140526	
19550	-5694.17283340973	-5680.647271048454	-13.525562361276048	0.695014959402254	5.2686113852455545	0.013952814203431118	0.013014392308320525	77728.59844240939	
19600	-5695.11461064087	-5680.720410070354	-14.394200570515753	0.3982994480612098	5.985570080608613	0.010430158685922187	0.012129035815512619	96906.76959596855	
19650	-5695.382835939659	-5681.35722838783	-14.0256075518294	0.4480151729387652	4.877729582701257	0.012026880942994467	0.011330470088130307	78507.95606549307	
19700	-5696.240551323253	-5682.870251612812	-13.370299710440758	0.763651068233148	4.874072166538303	0.011993399545573968	0.011164280917986881	77572.39635270146	
19750	-5699.778288405452	-5686.298115375132	-13.480173030320694	0.8105618519068039	5.127642232861592	0.010659235731239447	0.010363642837490842	81022.4039415079	
19800	-5703.324733553668	-5687.084657901594	-16.240075652073454	0.8105618519068039	6.417333327662742	0.01073347720892728	0.011915493997509824	92510.35929903058	
19850	-5701.072458774652	-5685.300116730982	-15.772342043669923	0.7505795455442321	6.417333327662742	0.010405413092658413	0.011181884340842429	89551.82141953161	
19900	-5696.892356652617	-5683.307385983062	-13.584970669555343	0.6344446330413801	5.662110497126329	0.011161685375073283	0.010434314665684301	77902.77121430235	
19950	-5694.726540463256	-5681.502786280592	-13.223754182664827	0.5685784176722378	5.121747777703593	0.011161685375073283	0.010434314665684301	77902.77121430235	
20000	-5696.981589830041	-5683.096808457897	-13.884781372144015	0.4375202927361741	4.996895266990649	0.010716364293641046	0.010434314665684301	81140.03950540615	
20050	-5695.509113651877	-5681.915229326829	-13.593884325048114	0.4626121336490341	5.646293838588587	0.009648492447330462	0.010053200291306522	86828.76579066017	
20100	-5697.362156237949	-5683.758880370083	-13.60327586786655	0.5790155493621699	5.895378174121574	0.009405383706464786	0.009422363009536566	83483.77290781616	
20150	-5694.360980037721	-5680.6693531217325	-13.691626915988461	0.4536529335439814	5.895378174121574	0.008717467406557516	0.009611491384604667	91879.62260475103	
20200	-5694.657752499189	-5680.874037900351	-13.783714598838202	0.7654254833306198	5.679794536628021	0.00940582628998949	0.010278812654167298	91067.78020047458	
20250	-5696.286333499486	-5681.414773966842	-14.871559532644302	0.34290269571564175	5.909457434285157	0.010654955026072064	0.012440116734427107	97295.2388817132	
20300	-5693.765036193215	-5680.423101795349	-13.34193439786609	0.5778910867541567	5.325541743239172	0.011831155596035462	0.01213175195956457	85450.59878195552	
20350	-5692.719064331335	-5678.922378957262	-13.796685374073903	0.7517819228674842	5.461627748429033	0.0120803044241361	0.01213175195956457	83688.23288457918	
20400	-5693.138785741473	-5679.322379243386	-13.816406498086863	0.7490965225760323	5.461627748429033	0.01245301213085184	0.011854620418483005	79329.00285434863	
20450	-5694.650693062816	-5679.6214464576	-15.02924660521617	0.7611594954804443	6.072830584981604	0.011911909887299404	0.012384224915236844	86637.55457357448	
20500	-5694.867853071093	-5681.396972935129	-13.470880135963625	0.7272672668121966	5.245840100319252	0.013127533714060417	0.012307566573459987	78128.19758290295	
20550	-5696.159502998057	-5682.874751064147	-13.284751933910483	0.6798290179793773	4.915744924437579	0.013051250114833289	0.012029151715257232	76807.14880067058	
20600	-5695.257261083577	-5681.43219658645	-13.825064497126874	0.8651195134345324	5.166790420266585	0.012658095833796509	0.011479417012000195	75573.61682941482	
20650	-5695.277220483946	-5681.452678034475	-13.82454244947051	0.8586907692825029	5.166790420266585	0.012740642628265474	0.012080293839243245	79014.158284049	
20700	-5696.381500978389	-5682.926437654701	-13.455063323688691	0.6191132879081224	5.406899635904205	0.012740642628265474	0.012732723653919278	83281.5373173784	
20750	-5700.8559417366205	-5686.02664810502	-14.829293631599764	0.6191132879081224	6.2206749323012405	0.013491233928921228	0.015544055508044856	96013.3050711481	
20800	-5700.100426643778	-5686.10127346147	-13.999153182307714	0.5728748489142893	5.43378187393057	0.013491233928921228	0.014176585836748844	87566.6495212027	
20850	-5699.823717851115	-5685.879429468854	-13.944288382261625	0.48104267051436284	5.4910246167536405	0.013491233928921228	0.014402248180831039	88960.53205554005	
20900	-5699.021004840628	-5685.218565565843	-13.80243927478454	0.5469580623081073	5.561269965898831	0.013416395959051931	0.014409946568004761	89504.57964509269	
20950	-5701.301975636075	-5687.02496843577	-14.277007200305757	0.7443312159641262	5.607804787075731	0.01224815256830111	0.01242564116807741	84540.92089117484	
21000	-5700.56506199949	-5685.3789826939455	-15.186079305545064	0.33657643311571395	6.212057921389556	0.012002770402126063	0.013787277008613322	95722.87998729559	
21050	-5701.355905602501	-5686.095973635237	-15.259931967264038	0.3435635855250542	6.342596735243322	0.012002770402126063	0.013787277008613322	95722.87998729559	
21100	-5700.340842371785	-5685.720310569312	-14.620531802473552	0.7559232911925862	6.126021180831709	0.012309452746195394	0.013787277008613322	93338.00408575362	
21150	-5701.71863169918	-5686.843950183445	-14.874681515735979	0.7495803891821134	6.2917138465185145	0.010932616483892215	0.013199099327391708	100609.48772600821	
21200	-5700.044250372354	-5686.064441500309	-13.979808872045224	0.4519226192970936	5.696885587498748	0.01226765835256805	0.012714557325820146	86369.08637063124	
21250	-5701.917595501447	-5686.869966134716	-15.047629366731075	0.6365422134370021	6.34679881316957	0.011418430401750643	0.013082590389075919	95478.61022905368	
21300	-5699.152287615521	-5683.871317827678	-15.280969787843379	0.4393970181261277	6.618551171638236	0.010118673599077128	0.012694303672949039	104545.18856195755	
21350	-5700.775954893581	-5684.08845348897	-16.68750140461105	0.704038990462668	6.756932775356126	0.010118673599077128	0.013047678536955872	107455.44206955053	
21400	-5698.962704201201	-5682.4308933494485	-16.531810851752525	0.7358143490416903	6.60811331545105	0.010794259119222452	0.01352820884285788	104439.84385155563	
21450	-5695.604387672123	-5682.074305603138	-13.530082068985115	0.4941129037620672	5.382934856105741	0.010794259119222452	0.011795419037162568	91062.4412081947	
21500	-5696.583150974213	-5682.442523435271	-14.140627538941589	0.5486639060618783	6.0774382149949595	0.010211759016732973	0.011795419037162568	96256.83340348622	
21550	-5698.856235645939	-5682.980336433909	-15.875899212030149	0.4106373539436441	6.8858062631615375	0.008657779577228698	0.010985078456697843	105734.17774836	
21600	-5697.99100987064	-5682.115110658609	-15.875899212030145	0.4106373539436441	6.8858062631615375	0.008657779577228698	0.010985078456697843	105734.17774836	
21650	-5700.172987398565	-5682.698856491841	-17.474130906723563	0.5838286190929605	7.258000721934967	0.009522168650753882	0.011958633371522469	104656.07337056642	
21700	-5698.221359623755	-5680.189707946154	-18.031651677601058	0.48766884946635725	7.724034002094985	0.00762194406150822	0.010762447195040659	117669.53317278085	
21750	-5699.573020169912	-5682.105059553897	-17.467960616014757	0.46587859271186227	7.564133946934912	0.008521959313562389	0.011453771123535069	112002.52099798623	
21800	-5697.088920845777	-5683.636128566651	-13.452792279125756	0.6045715742108916	5.93984003422014	0.008784736598507476	0.009072668426192238	86064.69797980513	
21850	-5700.055329546475	-5684.713809189333	-15.341520357141771	0.44518661232897766	6.947820873734499	0.009448460608146438	0.01070427843778773	94409.36890607106	
21900	-5700.900337110591	-5685.768671632314	-15.131665478276751	0.5120990236395105	6.915078625805538	0.009408860539890799	0.011042145399769563	97799.17338692003	
21950	-5707.247361260398	-5688.042889215992	-19.204472044406472	0.2532814437733106	7.780485877651031	0.009408860539890799	0.011042145399769563	97799.17338692003	
22000	-5703.682950368998	-5684.809606337152	-18.873344031845694	0.24002235036661088	7.5407374481763005	0.009355033411395914	0.012821014042105398	114207.80555851506	
22050	-5697.558278416734	-5684.763119682915	-12.79515873381834	0.605323642397784	5.587849740549387	0.010405077464761743	0.010740652834661316	86020.92641017526	
22100	-5698.235550470459	-5681.928543283542	-16.307007186916675	0.3178910217328567	6.9020112205164965	0.010749516294881441	0.012238986979787363	94880.13727041805	
22150	-5699.322649439237	-5684.73370524104	-14.588944198196087	0.4278600935745065	6.479492725030525	0.010293456084157904	0.011633963123390894	94185.7544271589	
22200	-5698.878330125221	-5685.242168704307	-13.636161420914014	0.5252441746808791	6.073276506165468	0.010785450190139557	0.010842331048043455	83772.82092155889	
22250	-5700.73291853276	-5684.838622321151	-15.894296211608676	0.9006243246075277	6.291578562782458	0.011986930338725318	0.012954923875578795	90062.84003702384	
22300	-5699.484469872333	-5685.893168706393	-13.591301165939905	0.7365431615372448	5.823296349316376	0.011120054491403145	0.012068146229139473	90438.30254660842	
22350	-5703.595002266505	-5689.759134663378	-13.83586760312628	0.42922598810363966	5.944208567343571	0.011488208137297763	0.011319502621814508	82109.57478117979	
22400	-5707.182093981569	-5689.702802807688	-17.479291173880622	0.20925995887322432	5.7701989169917764	0.011817033055583645	0.0115554378034316	81488.57211082806	
22450	-5700.424850856609	-5687.210648826207	-13.214202030402246	0.49239271858449407	5.134695998732806	0.012404881171092792	0.0115554378034316	77626.95482564921	
22500	-5698.491171336926	-5684.473787576997	-14.017383759928519	0.8331988840409109	5.771741812431861	0.012404881171092792	0.01128350584290057	75800.174189997	
22550	-5697.352896147695	-5684.5021599137835	-12.850736233911423	0.7700008023604439	4.951281198564994	0.012404536986188142	0.010393800950244466	69825.26475203835	
22600	-5700.058864930884	-5685.690439829378	-14.368425101505522	1.0769356993249675	4.873467504820232	0.015697671999392544	0.012508158499713578	66401.34547868842	
22650	-5699.017216288076	-5685.537559272296	-13.479657015780862	0.8662311634154941	5.006075310269605	0.01590167389410994	0.012508158499713578	65549.48545567197	
22700	-5698.7156231766085	-5685.137833218751	-13.577789957856638	0.8973911113279769	4.548063545075532	0.0146304608651113	0.010730455146129326	61119.373050178656	
22750	-5698.287726848996	-5684.840060782199	-13.44766606679714	0.9101648456102012	4.548063545075532	0.01381748073933513	0.010890207615569771	65678.92645683173	
22800	-5696.65271268171	-5682.988698533899	-13.66401414781088	0.9666564591423213	4.733931036646766	0.013182284470686837	0.010890207615569771	68843.70484611431	
22850	-5699.069046873527	-5685.151131219997	-13.917915653530233	0.4134431142262261	5.222239655796236	0.013182284470686837	0.011701031458508121	73969.4213885275	
22900	-5697.868685558086	-5682.511096181925	-15.357589376162045	1.1443833918593325	5.276302122297929	0.012082458996649007	0.011225541254284864	77423.12814385298	
22950	-5696.2373532933125	-5681.766362678526	-14.470990614786258	0.9559473258746459	5.463912608307418	0.012082458996649007	0.012181105357241699	84013.70229230692	
23000	-5695.88892907571	-5682.8647508398335	-13.024178235876306	0.680891027620106	4.880918592806806	0.012082458996649007	0.011469348636207551	79104.68003925154	
23050	-5694.81554918972	-5681.356430084579	-13.459119105140415	0.6478481235115435	5.770409659284133	0.011084870209453701	0.011637650523768682	87489.0000504437	
23100	-5695.742729717215	-5681.7088240531975	-14.033905664017633	0.4522037962224452	5.933127789850953	0.010192950541248608	0.011637650523768682	95144.60080910572	
23150	-5694.5592894527745	-5680.689085179975	-13.870204272799265	0.6115084021615153	5.809126837072012	0.010192950541248608	0.011066181230060484	90472.50503569521	
23200	-5694.929410700268	-5680.930758305989	-13.998652394278682	0.6171373486108673	5.951863439065779	0.010265575606464709	0.011816020967966048	95919.4546652678	
23250	-5698.107468955134	-5681.750795044886	-16.3566739102484	0.3939708903927946	7.030332419958809	0.00963816986102297	0.013250339567530682	114564.79600201751	
23300	-5697.9060539011025	-5681.3185149386	-16.587538962502503	0.5783180892252091	7.030332419958809	0.00963816986102297	0.012963112970514905	112081.38368448711	
23350	-5697.860128841177	-5681.170959478122	-16.6891693630547	0.5560311189331857	7.0606028227474065	0.009392940176155476	0.01243186485240076	110294.40391092673	
23400	-5698.388177996534	-5681.32794476556	-17.060233230974305	0.41565910155625985	7.273033764836192	0.009392940176155476	0.012875621291071124	114231.37173239815	
23450	-5703.106241896158	-5681.390731891327	-21.715510004830872	0.9080658996597005	7.458737624876145	0.009163465182852508	0.012759015295623736	116031.57249126256	
23500	-5699.404448259765	-5681.920721704077	-17.48372655568818	0.45037326153759916	7.458737624876145	0.008762590667891873	0.012157074668729144	115615.30078537382	
23550	-5698.929187571313	-5681.486309512149	-17.44287805916412	0.45037326153759916	7.444515002199022	0.008863994872991046	0.012098609102573276	113743.00636009156	
23600	-5700.35526715295	-5682.183355633752	-18.171911519197504	0.28917154158099456	7.444515002199022	0.008745425816974866	0.013003760354489989	123910.11242747512	
23650	-5699.76407138485	-5682.525186451278	-17.238884933571274	0.40620275769190395	7.328221301837646	0.010112407769073623	0.013003760354489989	107160.10676721056	
23700	-5698.929331523464	-5681.5778359964825	-17.351495526980795	0.49769930267737533	7.359643033850534	0.00947614992097407	0.013311073759905801	117057.68227702273	
23750	-5699.371815655094	-5683.63276401467	-15.73905164042393	0.36777891110481037	6.686274887863148	0.009103799587119894	0.012284923800778232	112452.34918321914	
23800	-5697.5887813992495	-5682.344092817532	-15.244688581717245	0.5291710363776363	6.64794553408603	0.008737070267807049	0.012284923800778232	117172.41806294938	
23850	-5701.90945686831	-5682.397285686241	-19.512171182069764	0.2843890785112267	7.9725570955965495	0.00750186454651579	0.012652463136352652	140547.98263707472	
23900	-5698.220382214483	-5683.223591323805	-14.996790890677957	0.5180519825348358	6.67285120275262	0.006972953899909727	0.008936263506661874	106796.72291606531	
23950	-5699.05000902883	-5683.647944421387	-15.402064607442234	0.7096774827213995	6.458577001570765	0.006972953899909727	0.008936263506661874	106796.72291606531	
24000	-5698.461246965045	-5683.038205014191	-15.423041950853888	0.7096774827213995	6.458577001570765	0.007429392288408112	0.009611607499330032	107810.60691337626	
24050	-5697.25087003172	-5681.908554166156	-15.342315865563855	0.6751838420112566	6.458577001570765	0.007429392288408112	0.009406788763463887	105513.21470062739	
24100	-5696.39545723541	-5681.88843279293	-14.507024442479654	0.5844765715651404	6.241595298237159	0.00906560077053165	0.010252518839432755	94243.7894165755	
24150	-5693.70690936774	-5680.330627203734	-13.376282164005964	0.5934274643952174	5.458555032553695	0.010470518652004435	0.010821623846153226	86127.72844894345	
24200	-5698.130709482149	-5682.6555573273345	-15.475152154813921	0.6398795226013017	6.466952857569306	0.01174716965698614	0.012976283857816349	92052.55561353624	
24250	-5694.34189320455	-5679.255106188838	-15.086787015712027	0.5639144437039776	6.466952857569306	0.010695132662008843	0.01246115220581767	97093.6390694344	
24300	-5698.927101211113	-5679.9987243938585	-18.928376817254463	0.5994464006562128	7.659656949992243	0.008517421574552722	0.011630230203341365	113788.64387481514	
24350	-5697.193325543827	-5678.687969300056	-18.505356243771722	0.4387253558419956	7.81799517887367	0.007697890169931063	0.01177455044673109	127465.1255821149	
24400	-5698.637334750227	-5680.789449007945	-17.84788574228194	0.6292544643949896	7.294654237478989	0.008669420098966665	0.013084398166993869	125771.56274225537	
24450	-5696.580978980914	-5680.741020442479	-15.839958538434797	0.49889006955476184	6.8928057640366545	0.007908713109770767	0.010968791087670866	115577.07446022988	
24500	-5698.595789932112	-5679.499925221192	-19.09586471092002	0.9138146505075667	6.8928057640366545	0.008730935068988735	0.010918252351674328	104210.41451461759	
24550	-5695.568304366017	-5678.901903965457	-16.666400400560338	0.333283299015085	7.021134973851307	0.008587946664199108	0.011529690373567313	111878.60948600943	
24600	-5695.988180449294	-5678.997720719419	-16.99045972987536	0.6013613803853487	7.129462477612058	0.008325158278876392	0.01120780103904976	112188.0676179611	
24650	-5698.943401014557	-5682.29610536238	-16.64729565217643	0.3383204143070896	7.052105694836184	0.008325158278876392	0.012305112641073458	123171.95890733086	
24700	-5695.924779301176	-5680.943274024816	-14.981505276360554	0.6174688906731839	6.38412454607123	0.009734150838296696	0.01194778110020689	102284.05554392062	
24750	-5696.093962482041	-5680.730857517453	-15.363104964587977	0.4825374059906662	6.6551332335233155	0.010016474121154927	0.012458911359677327	103653.5012967948	
24800	-5696.006731928745	-5680.4766944483545	-15.530037480390046	0.529198549948653	6.6986135895252925	0.010016474121154927	0.01289497310459791	107281.37257204071	
24850	-5697.798908959815	-5681.191047455897	-16.60786150391739	0.3431328423221531	6.969457830319761	0.010016474121154927	0.013294644012447296	110606.48563923332	
24900	-5698.076173450819	-5680.560888513698	-17.5152849371203	0.312646867027475	7.253681650897168	0.009285874107811115	0.012459065272682548	111810.1998084219	
24950	-5697.456735243249	-5681.131247811325	-16.325487431923992	0.44770420061421706	7.047496511241302	0.009128364127613628	0.011466526967495345	104678.54925587279	
25000	-5698.098408299388	-5680.5043640616	-17.594044237787553	0.5135210445194381	7.4227489539328415	0.009128364127613628	0.012297828326127878	112267.5446389358	
25050	-5702.2731761169925	-5680.977302185138	-21.2958739318547	0.6819306909611792	8.023834124139878	0.009248182637847569	0.013688084945517567	123340.31345701005	
25100	-5699.135765522497	-5681.0377520710435	-18.098013451453948	0.4161071454398646	7.630463663523765	0.009248182637847569	0.013688084945517567	123340.31345701005	
25150	-5697.340251715791	-5679.161562300632	-18.178689415158765	0.563281967058901	7.505089797121878	0.008984663869984281	0.01266524470753245	117470.9565359493	
25200	-5696.277484745453	-5679.056377497833	-17.221107247620118	0.6019291249687938	7.161544454732785	0.009081605794822851	0.01266524470753245	116217.00862227584	
25250	-5698.117281756973	-5679.599767676928	-18.517514080044776	0.4003521099607337	7.929318649271877	0.009247666802038186	0.012320287299321721	111021.58309277832	
25300	-5698.957793315776	-5680.41625512033	-18.54153819544634	0.573816396580711	7.7440266429925515	0.010000410461811103	0.012795227847160653	106622.52227897887	
25350	-5696.903563230741	-5681.8937441529415	-15.009819077800305	0.5806130106058476	6.6510063515025895	0.010544229078066944	0.012583447112589914	99449.71651811533	
25400	-5696.848390096528	-5681.689940739396	-15.158449357132426	0.6523785613368612	6.615249441168239	0.010177571686922737	0.012077671279185083	98891.2323645908	
25450	-5698.08534309205	-5681.760448280295	-16.324894811754405	0.6578687390974219	6.999747199485652	0.009934181899837182	0.011831082365614028	99245.56852376486	
25500	-5696.6024365694775	-5681.288285289823	-15.314151279654816	0.8084565340692236	6.323025813040327	0.010802479906917508	0.011744579931793299	90600.95485013355	
25550	-5693.287861851481	-5679.315477201764	-13.972384649716169	0.47323455469888825	6.069401928187604	0.011995899542243196	0.012086046347211773	83959.5667992712	
25600	-5694.4352631107295	-5680.550843448842	-13.88441966188773	0.40986349544615314	5.554215854835917	0.011995899542243196	0.012086046347211773	83959.5667992712	
25650	-5695.439300109814	-5682.17164504038	-13.267655069434493	0.5656961531079939	5.6159869535531435	0.012090349494624588	0.010854155953125002	74812.80805785637	
25700	-5694.0987316359915	-5680.890782759959	-13.207948876032583	0.5433004958182754	4.880906299541155	0.012030475146443505	0.010647515766474748	73753.77694885702	
25750	-5691.402681079412	-5677.994834243552	-13.407846835860312	0.8483124652596089	4.880906299541155	0.014368061717460901	0.01198040141045812	69485.14029498983	
25800	-5693.149362349788	-5678.833928918164	-14.315433431623944	0.6403557683391083	4.22509913771921	0.014368061717460901	0.010762451912688636	62421.153970554245	
25850	-5695.38536736508	-5680.281129067407	-15.104238297673342	1.0660798309496897	5.334018528594527	0.013410728352367491	0.012274693336858187	76274.09075244378	
25900	-5693.71108098691	-5680.554303667816	-13.15677731909345	0.6360688891801852	5.031005948176188	0.013410728352367491	0.012730099780400496	79103.95472140258	
25950	-5694.280936778749	-5680.24618967261	-14.034747106138303	0.9419829871030159	4.80157632956351	0.016194122790364085	0.01291520798570244	66460.36627450277	
26000	-5693.195630028038	-5679.054439662827	-14.141190365211148	0.48661757359173985	6.148392622646861	0.01149196707792353	0.01197314128843561	86822.54023795771	
26050	-5697.0074007464145	-5682.385221154156	-14.622179592258341	0.4224300753350944	6.308772827408745	0.011275904122992793	0.011632542031888035	85969.02670364748	
26100	-5697.384022159698	-5682.807922180416	-14.576099979281945	0.4094769343890056	6.179283300133448	0.012116933447464473	0.01271041944489321	87414.99035215139	
26150	-5696.458582300079	-5682.7246978815565	-13.73388441852273	0.49135687559574787	5.846500052162089	0.01238055986557147	0.012822413930425209	86307.44536630683	
26200	-5694.80062021739	-5681.030199025268	-13.770421192121919	0.4993620014867838	5.846500052162089	0.012481722419870247	0.012822413930425209	85607.93600897981	
26250	-5694.457649187964	-5680.54691716576	-13.910732022204343	0.48591641772818345	6.048626363997387	0.010518943253511465	0.010865393206991657	86077.98446043632	
26300	-5695.924783645583	-5681.909203538742	-14.015580106841409	0.48826279528623956	6.127216733696237	0.010770878763600156	0.010865393206991657	84064.58319593282	
26350	-5698.293362039054	-5683.018209175313	-15.275152863741177	0.34061101049509784	6.329924342500262	0.011676349929238229	0.012116076145934473	86471.63011387049	
