Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
0	-7509.109708755123	-7203.442322204035	-305.6673865510885	0.1	0.2755608477328491	0.01
50	-6039.059908623129	-5893.133447507968	-145.92646111516018	0.13420440955139062	0.7748678973310367	0.028602882520813375
100	-5958.3687970777655	-5817.0862001473715	-141.28259693039405	0.25726719054906244	0.7615129668662185	0.027293216165301205
150	-5905.976384944397	-5791.216522498694	-114.75986244570294	0.5223058455297708	0.9013529250474809	0.027293216165301205
200	-5810.888921890945	-5751.004015127432	-59.88490676351363	1.0702462867498377	1.5165128218805493	0.027102386619013798
250	-5761.542319112221	-5734.761603909475	-26.780715202746332	1.4367745763517186	2.721629925373164	0.020212863249440074
300	-5752.390447030762	-5728.387748189532	-24.002698841229133	1.374585247070769	2.9394431747350103	0.01776890347496411
350	-5746.447201719418	-5728.686264213991	-17.76093750542674	1.2071868124205265	3.9176036040053255	0.014067517083088099
400	-5736.675219467796	-5719.6124413781135	-17.06277808968224	1.2048846784518863	4.463648991660027	0.014586664683163966
450	-5731.667177317768	-5716.467891091645	-15.199286226122712	0.8959482452852628	4.463648991660027	0.014586664683163966
500	-5731.63328682889	-5717.559904233352	-14.073382595537442	0.8713263605140071	5.011522438627437	0.014117408295273052
550	-5704.414279426834	-5689.788114349406	-14.626165077428002	0.44509473013966416	4.75613519855069	0.013740115083052248
600	-5702.241987606748	-5687.759233527318	-14.482754079429418	0.4644179544696308	4.75613519855069	0.013572588376489917
650	-5704.654778860174	-5690.540265464813	-14.114513395360103	0.7011591489963379	5.305986211296084	0.014211145008520873
700	-5705.162547008198	-5691.1913073702	-13.97123963799799	0.5145146248749216	5.30098971342189	0.014290225365360596
750	-5705.6973835274275	-5687.9126225772025	-17.784760950225127	0.6747704050680658	7.0340062980563	0.01057887649638147
800	-5704.862847224926	-5688.10226632183	-16.760580903095704	0.6418038315909256	6.791948454818462	0.011035796999116167
850	-5701.164293302795	-5686.54667650509	-14.617616797705569	0.46521448234614987	6.17443093056717	0.010452617215440585
900	-5702.203801204974	-5687.602128796719	-14.601672408255792	0.5255225775210927	6.17443093056717	0.010856708968664783
950	-5700.337776125885	-5686.618518737221	-13.719257388664236	0.6379811692057374	5.343022935255734	0.013120646048640435
1000	-5699.586168362353	-5685.906700645233	-13.679467717119923	0.5752723028070913	5.349527067143464	0.01331103200061454
1050	-5702.646673588768	-5688.098367690569	-14.548305898199098	0.38624093992839575	5.349527067143464	0.013325900536414534
1100	-5698.770339929943	-5684.1938492733625	-14.576490656579718	0.5499480861362664	6.229286487370058	0.009692455167189752
1150	-5697.690789432808	-5683.715734129288	-13.97505530351966	0.5652659525390649	5.940373154779789	0.009067196463082365
1200	-5695.39626474716	-5680.613600289652	-14.782664457508375	0.5476636982566923	6.437440650666589	0.00856810722322617
1250	-5697.981093741301	-5682.448914283868	-15.532179457432616	0.7056258485769253	6.4040166304307915	0.00856810722322617
1300	-5697.165338518924	-5682.192463089839	-14.972875429084331	0.5639526068464225	6.4160273685654605	0.00858480163072378
1350	-5698.471078152687	-5682.96851240575	-15.502565746937965	0.3290807661697204	6.348291587119152	0.008827072974750317
1400	-5698.360597965794	-5683.169476501453	-15.191121464341517	0.3767409485649762	6.348291587119152	0.009717364530244728
1450	-5701.114052599314	-5685.16323980396	-15.950812795353674	0.36924311973620894	6.783740071552815	0.008374482882589313
1500	-5698.9751245725565	-5683.862138643317	-15.112985929239716	0.4373670726921452	6.5437561155552615	0.008129982314783752
1550	-5698.857115555732	-5682.938829664997	-15.918285890734822	0.3050380023681524	6.317957650863614	0.009689200046083687
