P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S17	S14	S01	0.07	0.409579	0.341057	1.73231e-05	112392	26.75	23.25
S18	S14	S01	0.0569948	0.302634	0.381084	1.36123e-05	112307	25.5	22.75
S19	S14	S01	0.026178	0.140406	0.44417	6.18489e-06	112296	24.5	23.25
S16	S15	S01	0.0485437	0.264247	0.395795	1.23747e-05	115216	27	24.5
S17	S15	S01	0.129252	0.710243	0.238777	2.35018e-05	114930	20.75	16
S18	S15	S01	0.097561	0.546136	0.292486	1.97973e-05	114873	22.5	18.5
S19	S15	S01	0.0588235	0.322314	0.373608	1.23744e-05	114881	22.5	20
S17	S16	S01	0.0559006	0.266033	0.395107	1.1132e-05	117771	21.25	19
S18	S16	S01	0.0352941	0.17152	0.431908	7.42321e-06	117749	22	20.5
S19	S16	S01	0	0	0.5	0	117768	21	21
S17	S18	S01	0.12	0.244949	0.403248	3.71196e-06	151724	3.5	2.75
S17	S19	S01	0.290323	0.649181	0.258111	1.11365e-05	151840	5	2.75
S18	S19	S01	1	0	nan	7.42743e-06	179814	1.5	0
S04	S03	S02	0.00166138	0.0457305	0.481763	1.48323e-05	41932.5	829	826.25
S03	S05	S02	0.0207293	0.548188	0.291782	0.000184821	41909.5	843.25	809
S03	S06	S02	0.0114665	0.304351	0.38043	0.00010244	41922.5	838	819
S03	S07	S02	0.0132971	0.354292	0.36156	0.000118573	41953.2	838.25	816.25
S03	S02	S08	0.0173743	0.941532	0.173216	0.000483258	20017.8	2869.25	2771.25
S03	S02	S09	0.00433057	0.204537	0.418967	0.000118499	20077.8	2783	2759
S03	S02	S10	0.0198699	1.03026	0.151444	0.000549409	19968.8	2861.5	2750
S02	S03	S11	0.00636267	0.32165	0.373859	0.000178028	20124.8	2847	2811
S03	S02	S12	0.00492178	0.276694	0.391008	0.000137672	20113.8	2858.5	2830.5
S02	S03	S13	0.00451048	0.240143	0.40511	0.00012636	20064	2839.5	2814
S02	S03	S14	0.00292165	0.155026	0.4384	8.17448e-05	20075.5	2832	2815.5
S02	S03	S15	0.00398759	0.215884	0.414539	0.000111264	20068.8	2832.5	2810
S02	S03	S16	0.00221572	0.117485	0.453238	6.14266e-05	20076.8	2827	2814.5
S02	S03	S17	0.00381172	0.202158	0.419897	0.000106803	20073	2831	2809.5
S02	S03	S18	0.00381307	0.202858	0.419623	0.000106418	20071.2	2830	2808.5
S02	S03	S19	0.00381307	0.202858	0.419623	0.000106532	20069.8	2830	2808.5
S04	S05	S02	0.115625	1.56881	0.0583465	0.0001996	74755.4	178.5	141.5
S04	S06	S02	0.0681284	1.02498	0.152685	0.000117277	74767.5	170.5	148.75
S04	S07	S02	0.0775255	1.13301	0.128606	0.000133423	74761.4	172	147.25
S04	S02	S08	0.00917998	0.468813	0.319602	0.000256629	20004	2858.25	2806.25
S02	S04	S09	0.00125922	0.0564296	0.4775	3.45777e-05	20068	2783	2776
S04	S02	S10	0.0123194	0.623433	0.2665	0.000342625	19960	2855.5	2786
S02	S04	S11	0.00914205	0.441191	0.329537	0.000256947	20129	2870	2818
S04	S02	S12	0.00351309	0.181227	0.428095	9.83103e-05	20109	2856.5	2836.5
S02	S04	S13	0.00787262	0.381936	0.351255	0.00022065	20051.2	2848.5	2804
S02	S04	S14	0.00495531	0.242774	0.40409	0.000138659	20068.5	2839.25	2811.25
S02	S04	S15	0.00611431	0.30391	0.380598	0.000170738	20060	2838.5	2804
S02	S04	S16	0.00434128	0.212132	0.416002	0.000120465	20069	2834	2809.5
S02	S04	S17	0.00611323	0.298186	0.38278	0.000171263	20065.2	2839	2804.5
S02	S04	S18	0.00611539	0.29907	0.382443	0.000170799	20063.5	2838	2803.5
S02	S04	S19	0.00611539	0.29907	0.382443	0.000170864	20062	2838	2803.5
S06	S05	S02	0.414966	1.89366	0.0291348	8.22314e-05	120832	26	10.75
S07	S05	S02	0.379845	1.6374	0.050773	6.60533e-05	120633	22.25	10
S05	S02	S08	0.0131194	0.644284	0.259695	0.00036524	20040	2857.25	2783.25
S05	S02	S09	0.00234445	0.100765	0.459868	6.42477e-05	20108	2779	2766
S05	S02	S10	0.0152203	0.735957	0.230878	0.000421192	19993	2851.5	2766
S02	S05	S11	0.00793791	0.373649	0.354333	0.000222493	20160	2857	2812
S05	S02	S12	0.00422758	0.217048	0.414085	0.000118057	20140	2850.5	2826.5
S02	S05	S13	0.00701163	0.340687	0.36667	0.000195846	20081.2	2836.5	2797
S02	S05	S14	0.00426099	0.210089	0.416799	0.000118965	20098.5	2828.25	2804.25
S02	S05	S15	0.0054227	0.270969	0.393207	0.000150923	20090	2827.5	2797
S02	S05	S16	0.0038212	0.188216	0.425354	0.000105705	20099	2824	2802.5
S02	S05	S17	0.00559851	0.274492	0.391853	0.00015647	20095.2	2829	2797.5
S02	S05	S18	0.0056005	0.275201	0.391581	0.000155862	20093.5	2828	2796.5
S02	S05	S19	0.0056005	0.275201	0.391581	0.00015605	20092	2828	2796.5
S06	S07	S02	0.111111	0.547243	0.292106	1.61702e-05	123945	15	12
S06	S02	S08	0.0134644	0.664046	0.25333	0.000375153	20027.8	2860.25	2784.25
S06	S02	S09	0.00324558	0.139591	0.444492	8.89495e-05	20095.8	2782	2764
S06	S02	S10	0.0157459	0.7649	0.222165	0.000435824	19980.8	2854.5	2766
S02	S06	S11	0.00617611	0.292823	0.384829	0.000173056	20148.8	2851	2816
S06	S02	S12	0.00581191	0.30085	0.381764	0.00016223	20129.8	2855.5	2822.5
S02	S06	S13	0.00541308	0.265094	0.395469	0.000151102	20071	2832.5	2802
S02	S06	S14	0.00266264	0.132319	0.447366	7.43249e-05	20088.2	2824.25	2809.25
S02	S06	S15	0.00382188	0.192486	0.423681	0.000106307	20079.8	2823.5	2802
S02	S06	S16	0.00222124	0.1103	0.456086	6.14507e-05	20088.8	2820	2807.5
S02	S06	S17	0.00399822	0.197606	0.421676	0.000111725	20085	2825	2802.5
S02	S06	S18	0.00399964	0.198124	0.421474	0.000111337	20083.2	2824	2801.5
S02	S06	S19	0.00399964	0.198124	0.421474	0.000111488	20081.8	2824	2801.5
S07	S02	S08	0.0127558	0.63382	0.263099	0.000355276	20028.8	2858.25	2786.25
S07	S02	S09	0.00216294	0.0937566	0.462651	5.928e-05	20096.8	2780	2768
S07	S02	S10	0.0150342	0.731131	0.232349	0.000416101	19981.8	2852.5	2768
S02	S07	S11	0.0074048	0.35057	0.362955	0.00020765	20150.8	2857	2815
S07	S02	S12	0.0047552	0.246478	0.402656	0.000132753	20129.8	2852.5	2825.5
S02	S07	S13	0.00647565	0.317455	0.375449	0.000180812	20072	2836.5	2800
S02	S07	S14	0.00372638	0.185421	0.42645	0.000104003	20089.2	2828.25	2807.25
S02	S07	S15	0.00488672	0.246447	0.402668	0.000136046	20080.8	2827.5	2800
S02	S07	S16	0.00328626	0.163416	0.435095	9.08984e-05	20089.8	2824	2805.5
S02	S07	S17	0.00506262	0.25058	0.401069	0.000141535	20086	2829	2800.5
S02	S07	S18	0.00506442	0.251239	0.400815	0.000141023	20084.2	2828	2799.5
S02	S07	S19	0.00506442	0.251239	0.400815	0.000141201	20082.8	2828	2799.5
S09	S08	S02	0.0562122	2.09564	0.0180571	0.00072145	34075.8	1374	1227.75
S08	S10	S02	0.0163577	0.631053	0.264003	0.000203557	34234.6	1281.5	1240.25
S11	S08	S02	0.0252512	1.55886	0.0595153	0.0008154	17502.5	3354.75	3189.5
S12	S08	S02	0.0161859	0.966203	0.166971	0.000526464	17488	3351	3244.25
S13	S08	S02	0.0156346	0.798355	0.212332	0.000500763	17535	3296.75	3195.25
S14	S08	S02	0.0171962	0.918083	0.179288	0.000550094	17527.5	3297.75	3186.25
S15	S08	S02	0.0170054	0.91645	0.179716	0.000543893	17538.5	3296.75	3186.5
S16	S08	S02	0.0175737	0.9152	0.180043	0.000561014	17537.2	3293.25	3179.5
S17	S08	S02	0.0177305	0.934642	0.174986	0.000567669	17529.8	3300.5	3185.5
S18	S08	S02	0.0176169	0.93182	0.175715	0.000563429	17531.2	3299.75	3185.5
S19	S08	S02	0.0173896	0.919846	0.178827	0.000556151	17531	3298.25	3185.5
S09	S10	S02	0.0757423	4.70139	1.29197e-06	0.000924566	34218.8	1331.5	1144
S11	S09	S02	0.00291679	0.16709	0.43365	9.36735e-05	17544.5	3266.5	3247.5
S09	S12	S02	0.00602547	0.382195	0.351158	0.000194728	17519.2	3297.5	3258
S09	S13	S02	0.00691467	0.391599	0.347677	0.000220848	17561.5	3258.25	3213.5
S09	S14	S02	0.00537614	0.30902	0.378653	0.000171455	17551	3249.25	3214.5
S09	S15	S02	0.00557017	0.325444	0.372423	0.000177536	17552.2	3249.5	3213.5
S09	S16	S02	0.00503369	0.285598	0.387593	0.000160238	17551	3244.5	3212
S09	S17	S02	0.00483465	0.278742	0.390221	0.000154186	17551.2	3247.5	3216.25
S09	S18	S02	0.00495279	0.286814	0.387127	0.000157877	17553.8	3246.5	3214.5
S09	S19	S02	0.00518455	0.299571	0.382252	0.000165167	17552.8	3247.5	3214
S11	S10	S02	0.0318255	1.74001	0.0409285	0.00101869	17513.8	3347.5	3141
S12	S10	S02	0.0226023	1.43378	0.0758176	0.00073005	17620	3348	3200
S13	S10	S02	0.0223317	1.15142	0.12478	0.000704085	17660.8	3267.5	3124.75
S14	S10	S02	0.0238812	1.28142	0.100023	0.000753478	17651.2	3274.5	3121.75
S15	S10	S02	0.0237108	1.28699	0.0990483	0.000747579	17656.5	3270.5	3119
S16	S10	S02	0.0242833	1.28378	0.0996103	0.000764863	17663.2	3269	3114
S17	S10	S02	0.0244743	1.3035	0.0962015	0.000771064	17651.5	3270.25	3114
S18	S10	S02	0.0243597	1.29853	0.097052	0.000767154	17655	3269.5	3114
S19	S10	S02	0.0241228	1.28421	0.099534	0.000759598	17653.8	3269	3115
S11	S12	S02	0.0137955	0.580221	0.280883	0.000288372	25220.8	2149.5	2091
S11	S13	S02	0.0152448	0.683021	0.247297	0.000314454	25188.2	2122.75	2059
S11	S14	S02	0.0128075	0.601324	0.273812	0.000265076	25203.5	2125.25	2071.5
S11	S15	S02	0.0130672	0.619887	0.267666	0.000271314	25206.8	2132	2077
S11	S16	S02	0.0122342	0.562592	0.286856	0.000254152	25223.8	2130.5	2079
S11	S17	S02	0.0119352	0.552598	0.290269	0.000247672	25219.8	2130.25	2080
S11	S18	S02	0.0121313	0.560044	0.287725	0.000251511	25216.8	2127.5	2076.5
S11	S19	S02	0.0124926	0.575121	0.282605	0.000258955	25217.5	2127.5	2075
S12	S13	S02	0.00496571	0.110386	0.456052	2.59015e-05	51161	531.25	526
S14	S12	S02	0.00462625	0.101034	0.459762	2.34394e-05	51217.8	515.75	511
S15	S12	S02	0.00335731	0.0799684	0.468131	1.72653e-05	51151.5	523	519.5
S16	S12	S02	0.00671141	0.147353	0.441427	3.45434e-05	51185	525	518
S17	S12	S02	0.00790419	0.175308	0.430419	4.06871e-05	51162.5	526	517.75
S18	S12	S02	0.00722892	0.159708	0.436555	3.69919e-05	51156.2	522.5	515
S19	S12	S02	0.00578035	0.127294	0.449354	2.95844e-05	51150.5	522	516
S14	S13	S02	0.0560224	0.680457	0.248108	4.9304e-05	88155.8	94.25	84.25
S15	S13	S02	0.0535988	0.58593	0.278961	4.31514e-05	88112	86	77.25
S16	S13	S02	0.0769231	1.02237	0.153304	6.04542e-05	88175.5	85.75	73.5
S17	S13	S02	0.0791789	1.1042	0.134754	6.66499e-05	88126.5	92	78.5
S18	S13	S02	0.0755556	1.0831	0.139381	6.28787e-05	88040.5	90.75	78
S19	S13	S02	0.0668648	0.959415	0.168675	5.55252e-05	88032.7	89.75	78.5
S14	S15	S02	0.0276243	0.149097	0.440738	6.16451e-06	112487	23.25	22
S16	S14	S02	0.0491803	0.279166	0.390059	1.10958e-05	112522	24	21.75
S17	S14	S02	0.07	0.435516	0.331594	1.72571e-05	112377	26.75	23.25
S18	S14	S02	0.0569948	0.316565	0.375787	1.35642e-05	112292	25.5	22.75
S19	S14	S02	0.026178	0.146876	0.441615	6.16639e-06	112281	24.5	23.25
S16	S15	S02	0.0693069	0.360467	0.359249	1.72545e-05	115201	27	23.5
S17	S15	S02	0.129252	0.710243	0.238777	2.34488e-05	114915	20.75	16
S18	S15	S02	0.097561	0.546136	0.292486	1.97332e-05	114858	22.5	18.5
S19	S15	S02	0.0588235	0.322314	0.373608	1.23379e-05	114866	22.5	20
S17	S16	S02	0.0318471	0.148116	0.441126	6.16489e-06	117756	20.25	19
S18	S16	S02	0.0120482	0.0576023	0.477033	2.46729e-06	117734	21	20.5
S16	S19	S02	0.0243902	0.118134	0.452981	4.93319e-06	117753	21	20
S17	S18	S02	0.12	0.244949	0.403248	3.69892e-06	151710	3.5	2.75
S17	S19	S02	0.290323	0.649181	0.258111	1.10997e-05	151825	5	2.75
S18	S19	S02	1	0	nan	7.39892e-06	179800	1.5	0
S05	S04	S03	0.00124585	0.0427565	0.482948	2.09383e-05	34713.1	1205.5	1202.5
S06	S04	S03	0	0	0.5	0	34726.5	1214	1214
S04	S07	S03	0.0138116	0.485201	0.313767	0.000233966	34703.9	1229.5	1196
S03	S04	S08	0.0646067	1.28269	0.0997996	0.000226924	58683	379	333
S03	S04	S09	0.0436006	0.891893	0.186225	0.000153162	58762.2	371	340
S03	S04	S10	0.0588235	1.22503	0.110283	0.00020686	58658.2	378	336
S03	S04	S11	0.0225989	0.378288	0.352608	7.90846e-05	58727.2	362	346
S03	S04	S12	0.011396	0.205161	0.418723	3.93133e-05	58733.8	355	347
S03	S04	S13	0.027027	0.454108	0.324876	9.42061e-05	58670	361	342
S03	S04	S14	0.0164993	0.284278	0.388099	5.69659e-05	58689.8	354.25	342.75
S03	S04	S15	0.017192	0.29728	0.383126	5.93743e-05	58682.8	355	343
S03	S04	S16	0.0172414	0.299151	0.382412	5.90068e-05	58695.2	354	342
S03	S04	S17	0.0186514	0.324266	0.372868	6.45377e-05	58687.5	355	342
S03	S04	S18	0.0186514	0.324266	0.372868	6.43661e-05	58686.8	355	342
S03	S04	S19	0.0186514	0.324266	0.372868	6.44192e-05	58685.2	355	342
S05	S06	S03	0.0115551	0.147857	0.441228	2.09578e-05	79867.7	131.312	128.312
S05	S07	S03	0.148676	1.83116	0.0335384	0.000254783	79648.7	141	104.5
S03	S05	S08	0.0339943	0.654674	0.256339	0.000118491	58688	365	341
S03	S05	S09	0.0155587	0.297922	0.382881	5.4339e-05	58767.2	359	348
S03	S05	S10	0.0368272	0.694328	0.243738	0.000127999	58659.2	366	340
S03	S05	S11	0.0128388	0.216975	0.414114	4.45031e-05	58724.2	355	346
S03	S05	S12	0.00574713	0.0989197	0.460601	1.9666e-05	58729.8	350	346
S03	S05	S13	0.0200573	0.330167	0.370637	6.94071e-05	58667	356	342
S03	S05	S14	0.0108225	0.181212	0.428101	3.71419e-05	58686.8	350.25	342.75
S03	S05	S15	0.0115274	0.193949	0.423108	3.95793e-05	58679.8	351	343
S03	S05	S16	0.0130246	0.220809	0.412621	4.42203e-05	58691.2	350	341
S03	S05	S17	0.0144509	0.245005	0.403226	4.96565e-05	58683.5	351	341
S03	S05	S18	0.0144509	0.245005	0.403226	4.94825e-05	58682.8	351	341
S03	S05	S19	0.0144509	0.245005	0.403226	4.95444e-05	58681.2	351	341
S06	S07	S03	0.149554	1.568	0.0584401	0.000233818	82943.6	128.75	95.25
S03	S06	S08	0.03125	0.626705	0.265426	0.000108545	58691	363	341
S03	S06	S09	0.00849858	0.174748	0.430639	2.96471e-05	58772.2	356	350
S03	S06	S10	0.0327169	0.65483	0.256289	0.000113245	58662.2	363	340
S06	S03	S11	0.00142653	0.0240483	0.490407	4.94597e-06	58732.2	351	350
S06	S03	S12	0.00721501	0.124501	0.450459	2.45868e-05	58735.8	349	344
S03	S06	S13	0.00719424	0.118825	0.452707	2.47866e-05	58673	350	345
S06	S03	S14	0.00217391	0.0365164	0.485435	7.43348e-06	58692.8	345.75	344.25
S06	S03	S15	0.00144718	0.0243936	0.490269	4.94724e-06	58685.8	346	345
S03	S06	S16	0	0	0.5	0	58697.2	344	344
S03	S06	S17	0.00145138	0.0246614	0.490163	4.96923e-06	58689.5	345	344
S03	S06	S18	0.00145138	0.0246614	0.490163	4.94915e-06	58688.8	345	344
S03	S06	S19	0.00145138	0.0246614	0.490163	4.95387e-06	58687.2	345	344
S03	S07	S08	0.037037	0.748862	0.22697	0.000128232	58721.5	364	338
S03	S07	S09	0.017094	0.351716	0.362525	5.92411e-05	58800.8	357	345
S03	S07	S10	0.0385164	0.775629	0.218984	0.000132952	58692.8	364	337
S03	S07	S11	0.00862069	0.14977	0.440473	2.96538e-05	58759.8	351	345
S03	S07	S12	0.00145138	0.0253025	0.489907	4.91716e-06	58764.2	345	344
S03	S07	S13	0.015873	0.271507	0.393001	5.44906e-05	58702.5	352	341
S03	S07	S14	0.0065407	0.113988	0.454624	2.23036e-05	58722.2	346.25	341.75
S03	S07	S15	0.00725689	0.127179	0.449399	2.47418e-05	58715.2	347	342
S03	S07	S16	0.00874636	0.154556	0.438586	2.95032e-05	58726.8	346	340
S03	S07	S17	0.0101892	0.180045	0.428559	3.47713e-05	58719	347	340
S03	S07	S18	0.0101892	0.180045	0.428559	3.46566e-05	58718.2	347	340
S03	S07	S19	0.0101892	0.180045	0.428559	3.46842e-05	58716.8	347	340
S09	S08	S03	0.0282641	1.02309	0.153132	0.000358349	34114	1314.25	1242
S08	S10	S03	0.0110657	0.305457	0.380009	0.000137577	34332.4	1267.75	1240
S11	S08	S03	0.0048384	0.251203	0.400829	0.000155065	17490.8	3245	3213.75
S12	S08	S03	0.0056212	0.30026	0.381989	0.000182299	17522.2	3287.25	3250.5
S08	S13	S03	0.00341721	0.164984	0.434478	0.000109072	17544.2	3230	3208
S08	S14	S03	0.000466853	0.0239227	0.490457	1.48823e-05	17539.2	3214.5	3211.5
S08	S15	S03	0.00159403	0.0817046	0.467441	5.08529e-05	17549.8	3220.25	3210
S16	S08	S03	0.000506803	0.0253112	0.489903	1.61164e-05	17550	3208	3204.75
S08	S17	S03	0.000699736	0.035516	0.485834	2.23138e-05	17540.5	3217.75	3213.25
S08	S18	S03	0.000816708	0.0416271	0.483398	2.60387e-05	17541	3216.75	3211.5
S08	S19	S03	0.0010503	0.0535667	0.47864	3.34875e-05	17540.8	3216.75	3210
S09	S10	S03	0.0401929	1.68146	0.0463366	0.000495884	34292.8	1294	1194
S09	S11	S03	0.00633988	0.274908	0.391693	0.00020331	17515	3254	3213
S09	S12	S03	0.00544186	0.263055	0.396254	0.000176159	17529.2	3279.5	3244
S09	S13	S03	0.0146527	0.655885	0.255949	0.000467044	17541	3263.25	3169
S09	S14	S03	0.0117171	0.544751	0.292962	0.000373071	17534	3248.75	3173.5
S09	S15	S03	0.0128455	0.599647	0.274371	0.000409177	17532.8	3252.5	3170
S09	S16	S03	0.010756	0.493334	0.310888	0.000342089	17536	3242	3173
S09	S17	S03	0.0119525	0.552589	0.290272	0.000380465	17531.2	3249	3172.25
S09	S18	S03	0.0120782	0.560282	0.287644	0.000384234	17532.8	3247	3169.5
S09	S19	S03	0.012311	0.57053	0.284159	0.000391758	17531.8	3248	3169
S11	S10	S03	0.00919146	0.416866	0.338388	0.000292488	17516.8	3239	3180
S12	S10	S03	0.00997911	0.51872	0.301978	0.00031994	17647.5	3264	3199.5
S13	S10	S03	0.000911505	0.0409781	0.483657	2.8523e-05	17661.8	3157	3151.25
S14	S10	S03	0.00392468	0.184252	0.426908	0.000122651	17653.8	3165.5	3140.75
S15	S10	S03	0.00277756	0.130751	0.447986	8.68299e-05	17656.5	3159	3141.5
S16	S10	S03	0.00492767	0.227939	0.409847	0.000153811	17666.8	3161	3130
S17	S10	S03	0.00369209	0.172757	0.431421	0.000115279	17653	3160.25	3137
S18	S10	S03	0.00357455	0.168051	0.433272	0.000111605	17655.5	3158.5	3136
S19	S10	S03	0.00333598	0.156721	0.437732	0.000104167	17654.2	3158	3137
S12	S11	S03	0.00131062	0.0579193	0.476906	2.72652e-05	25194.8	2101	2095.5
S11	S13	S03	0.012874	0.561415	0.287257	0.00026413	25134.8	2094.75	2041.5
S11	S14	S03	0.0082307	0.365394	0.357409	0.000169956	25159.5	2097.75	2063.5
S11	S15	S03	0.00994608	0.440868	0.329654	0.00020579	25159.2	2107	2065.5
S11	S16	S03	0.00671463	0.291768	0.385232	0.000138934	25179.8	2099	2071
S11	S17	S03	0.00857366	0.375248	0.353738	0.000177297	25170.8	2102.75	2067
S11	S18	S03	0.00876666	0.384987	0.350123	0.000181039	25167.8	2100	2063.5
S11	S19	S03	0.00913023	0.399131	0.344898	0.000188515	25168.5	2100	2062
S12	S13	S03	0.0573311	1.26223	0.103433	0.000291428	51146	541.75	483
S12	S14	S03	0.039269	0.882041	0.188877	0.000197191	51216.2	526	486.25
S12	S15	S03	0.0456754	1.06934	0.142458	0.000233156	51147.5	538	491
S12	S16	S03	0.0326989	0.769213	0.220884	0.000166151	51183.5	529	495.5
S12	S17	S03	0.0402734	0.936307	0.174558	0.000204578	51156	532.75	491.5
S12	S18	S03	0.0412574	0.95852	0.1689	0.000208289	51149.8	530	488
S12	S19	S03	0.0427099	0.989233	0.161275	0.00021579	51144	531	487.5
S14	S13	S03	0.105263	1.36689	0.0858299	9.4206e-05	88135.8	99.75	80.75
S15	S13	S03	0.0674319	0.732755	0.231854	5.83041e-05	88093.5	93	81.25
S16	S13	S03	0.152799	2.30321	0.0106336	0.000125254	88159.5	95.25	70
S17	S13	S03	0.100865	1.32529	0.0925368	8.67788e-05	88104.5	95.5	78
S18	S13	S03	0.0964029	1.25715	0.104349	8.31041e-05	88019.5	95.25	78.5
S19	S13	S03	0.0880231	1.11114	0.133254	7.5673e-05	88011.7	94.25	79
S14	S15	S03	0.163842	0.988329	0.161496	3.59657e-05	112467	25.75	18.5
S16	S14	S03	0.136612	0.74903	0.22692	3.09958e-05	112507	26	19.75
S14	S17	S03	0.0319149	0.182151	0.427732	7.44322e-06	112356	24.25	22.75
S14	S18	S03	0.0497238	0.265071	0.395477	1.11608e-05	112272	23.75	21.5
S14	S19	S03	0.0837989	0.44917	0.326654	1.86006e-05	112261	24.25	20.5
S16	S15	S03	0.252336	1.55677	0.0597626	6.69573e-05	115185	33.5	20
S17	S15	S03	0.148387	0.724848	0.234273	2.85166e-05	114894	22.25	16.5
S18	S15	S03	0.116279	0.562501	0.286888	2.48021e-05	114837	24	19
S19	S15	S03	0.0786517	0.377321	0.352968	1.73501e-05	114845	24	20.5
S16	S17	S03	0.213793	1.10064	0.135527	3.84297e-05	117737	22	14.25
S16	S18	S03	0.232877	1.17749	0.1195	4.21635e-05	117715	22.5	14
S16	S19	S03	0.277778	1.34069	0.0900109	4.9571e-05	117734	23	13
S17	S18	S03	0.12	0.244949	0.403248	3.7195e-06	151688	3.5	2.75
S17	S19	S03	0.290323	0.649181	0.258111	1.11599e-05	151803	5	2.75
S18	S19	S03	1	0	nan	7.43931e-06	179778	1.5	0
S05	S06	S04	0.00375144	0.0839523	0.466547	4.44138e-05	46876.1	652.188	647.312
S05	S07	S04	0.000239682	0.00702752	0.497196	2.84787e-06	46685.3	652.062	651.75
S05	S04	S08	0.166667	1.78372	0.0372347	0.000108549	91888.6	77	55
S05	S04	S09	0.153846	1.92181	0.0273151	9.8825e-05	91973.9	75	55
S05	S04	S10	0.119403	1.70253	0.044328	7.87915e-05	91862.9	75	59
S05	S04	S11	0.0551181	0.731716	0.232171	3.46147e-05	91939.9	67	60
S05	S04	S12	0.0333333	0.366371	0.357044	1.96543e-05	91948.4	62	58
S05	S04	S13	0.0413223	0.484209	0.314119	2.47887e-05	91879.6	63	58
S05	S04	S14	0.0327869	0.384192	0.350418	1.98311e-05	91906.1	63	59
S05	S04	S15	0.0327869	0.384192	0.350418	1.97916e-05	91898.4	63	59
S05	S04	S16	0.0247934	0.289396	0.386139	1.47575e-05	91910.9	62	59
S05	S04	S17	0.0247934	0.289396	0.386139	1.49041e-05	91902.1	62	59
S05	S04	S18	0.0247934	0.289396	0.386139	1.48442e-05	91901.4	62	59
S05	S04	S19	0.0247934	0.289396	0.386139	1.48674e-05	91899.9	62	59
S07	S06	S04	0.00403025	0.103385	0.458829	4.15678e-05	49904.1	568.312	563.75
S06	S04	S08	0.179104	1.80682	0.0353951	0.000118391	91895.5	79	55
S06	S04	S09	0.18797	2.39516	0.00830666	0.000123534	91982.8	79	54
S06	S04	S10	0.140741	1.97154	0.0243313	9.35345e-05	91869.8	77	58
S06	S04	S11	0.129771	1.86152	0.0313354	8.40606e-05	91951.8	74	57
S06	S04	S12	0.104	1.3139	0.0944401	6.38888e-05	91960.2	69	56
S06	S04	S13	0.111111	1.55145	0.0603965	6.94116e-05	91891.5	70	56
S06	S04	S14	0.102362	1.39715	0.0811844	6.44276e-05	91918	70	57
S06	S04	S15	0.102362	1.39715	0.0811844	6.43218e-05	91910.2	70	57
S06	S04	S16	0.0952381	1.3036	0.0961846	5.89926e-05	91922.8	69	57
S06	S04	S17	0.0952381	1.3036	0.0961846	5.95621e-05	91914	69	57
S06	S04	S18	0.0952381	1.3036	0.0961846	5.94166e-05	91913.2	69	57
S06	S04	S19	0.0952381	1.3036	0.0961846	5.94506e-05	91911.8	69	57
S07	S04	S08	0.151515	1.63847	0.0506614	9.86567e-05	91887.9	76	56
S07	S04	S09	0.147287	1.97095	0.024365	9.38559e-05	91973.2	74	55
S07	S04	S10	0.112782	1.6492	0.0495537	7.38958e-05	91862.2	74	59
S07	S04	S11	0.0806452	1.03709	0.149846	4.94132e-05	91940.2	67	57
S07	S04	S12	0.0598291	0.645246	0.259384	3.44059e-05	91948.7	62	55
S07	S04	S13	0.0666667	0.748369	0.227119	3.96518e-05	91880.9	64	56
S07	S04	S14	0.0578512	0.649411	0.258036	3.46999e-05	91907.4	64	57
S07	S04	S15	0.0578512	0.649411	0.258036	3.4623e-05	91899.7	64	57
S07	S04	S16	0.05	0.562208	0.286987	2.94877e-05	91912.2	63	57
S07	S04	S17	0.05	0.562208	0.286987	2.97886e-05	91903.4	63	57
S07	S04	S18	0.05	0.562208	0.286987	2.96873e-05	91902.7	63	57
S07	S04	S19	0.05	0.562208	0.286987	2.97288e-05	91901.2	63	57
S09	S08	S04	0.0342795	1.31277	0.0946306	0.000432478	34070	1316.25	1229
S08	S10	S04	0.00944804	0.264132	0.395839	0.00011785	34291.4	1268.75	1245
S11	S08	S04	0.00952751	0.541091	0.294223	0.000303787	17444.8	3245	3183.75
S12	S08	S04	0.0114863	0.643458	0.259964	0.000370867	17480.2	3291.25	3216.5
S13	S08	S04	0.000780884	0.0391254	0.484395	2.47938e-05	17494.2	3204	3199
S14	S08	S04	0.00493035	0.263935	0.395915	0.000156271	17492	3210.25	3178.75
S15	S08	S04	0.00371427	0.199318	0.421007	0.000117798	17502.8	3209	3185.25
S16	S08	S04	0.00584153	0.304654	0.380315	0.000184817	17503	3207	3169.75
S17	S08	S04	0.0044573	0.235237	0.407012	0.000141327	17492.5	3211.25	3182.75
S18	S08	S04	0.00434187	0.230313	0.408924	0.000137646	17493	3209.5	3181.75
S19	S08	S04	0.00410814	0.218016	0.413708	0.000130095	17492.8	3208	3181.75
S09	S10	S04	0.0449211	2.01983	0.0217006	0.000550515	34247.8	1291	1180
S09	S11	S04	0.00403978	0.19052	0.424451	0.000128966	17476	3231	3205
S09	S12	S04	0.00192411	0.0998684	0.460224	6.19363e-05	17496.2	3254.5	3242
S09	S13	S04	0.012847	0.60322	0.273181	0.000408216	17501	3242.25	3160
S09	S14	S04	0.00872423	0.426388	0.334913	0.000276352	17496.8	3223	3167.25
S09	S15	S04	0.00993507	0.489531	0.312233	0.000314958	17495.8	3227.5	3164
