P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S09	S16	S04	0.00783208	0.377201	0.353012	0.000247961	17499	3217	3167
S09	S17	S04	0.00919513	0.445055	0.32814	0.000291186	17493.2	3224	3165.25
S09	S18	S04	0.00931945	0.452748	0.325365	0.000295021	17494.8	3222	3162.5
S09	S19	S04	0.00955364	0.4636	0.321467	0.000302526	17493.8	3223	3162
S11	S10	S04	0.013275	0.622162	0.266918	0.000421539	17479.8	3244	3159
S12	S10	S04	0.0152347	0.836567	0.201418	0.000488582	17623.5	3282	3183.5
S13	S10	S04	0.00456259	0.21296	0.415679	0.000142628	17627.8	3165	3136.25
S14	S10	S04	0.00877089	0.427422	0.334536	0.000274227	17623.5	3177.25	3122
S15	S10	S04	0.00754867	0.369523	0.355869	0.000235738	17625.5	3170	3122.5
S16	S10	S04	0.00970874	0.465773	0.320689	0.00030269	17635.8	3172	3111
S17	S10	S04	0.00830915	0.402229	0.343758	0.000259238	17621	3170.25	3118
S18	S10	S04	0.00819346	0.398694	0.345059	0.000255487	17623.5	3168.5	3117
S19	S10	S04	0.00795418	0.386802	0.349452	0.00024806	17622.2	3168	3118
S12	S11	S04	0.0032139	0.144219	0.442664	6.69607e-05	25184.8	2107	2093.5
S11	S13	S04	0.013596	0.595709	0.275685	0.000279094	25117.8	2096.75	2040.5
S11	S14	S04	0.00715445	0.324724	0.372695	0.000147426	25144.2	2094	2064.25
S11	S15	S04	0.00899173	0.407686	0.341752	0.00018594	25144.2	2104	2066.5
S11	S16	S04	0.00575816	0.255728	0.399081	0.000119024	25164.8	2096	2072
S11	S17	S04	0.00785607	0.352141	0.362366	0.000162373	25155.8	2100.75	2068
S11	S18	S04	0.00804805	0.36172	0.358781	0.000166174	25152.8	2098	2064.5
S11	S19	S04	0.00841144	0.376465	0.353286	0.000173616	25153.5	2098	2063
S12	S13	S04	0.0673425	1.52899	0.0631333	0.000345904	51138	552.75	483
S12	S14	S04	0.0424332	0.991544	0.16071	0.000214407	51210	531.25	488
S12	S15	S04	0.0492754	1.17132	0.120735	0.000252936	51140.5	543	492
S12	S16	S04	0.0363901	0.866604	0.193079	0.000185905	51176.5	534	496.5
S12	S17	S04	0.0448485	1.0701	0.142286	0.00022919	51149	538.75	492.5
S12	S18	S04	0.0458537	1.08798	0.138302	0.000233201	51142.8	536	489
S12	S19	S04	0.047294	1.11838	0.131702	0.000240284	51137	537	488.5
S14	S13	S04	0.145205	1.72643	0.0421349	0.000131468	88121.5	104.5	78
S15	S13	S04	0.105783	1.07102	0.14208	9.30508e-05	88079.5	98	79.25
S16	S13	S04	0.191679	2.54883	0.0054043	0.000159971	88145.5	100.25	68
S17	S13	S04	0.133903	1.6547	0.048993	0.000116593	88089.5	99.5	76
S18	S13	S04	0.129445	1.58836	0.0561029	0.000112801	88004.5	99.25	76.5
S19	S13	S04	0.121255	1.44235	0.0746019	0.000105386	87996.7	98.25	77
S14	S15	S04	0.179191	1.01608	0.154796	3.84304e-05	112455	25.5	17.75
S16	S14	S04	0.128492	0.655375	0.256113	2.85103e-05	112495	25.25	19.5
S14	S17	S04	0.0638298	0.370225	0.355607	1.48777e-05	112344	25	22
S14	S18	S04	0.0828729	0.455107	0.324516	1.8601e-05	112259	24.5	20.75
S14	S19	S04	0.117318	0.649752	0.257926	2.60439e-05	112249	25	19.75
S16	S15	S04	0.252336	1.42175	0.0775492	6.69406e-05	115173	33.5	20
S17	S15	S04	0.119497	0.587736	0.278355	2.35555e-05	114882	22.25	17.5
S18	S15	S04	0.0909091	0.443377	0.328747	1.9852e-05	114825	24	20
S19	S15	S04	0.0549451	0.266323	0.394995	1.23961e-05	114833	24	21.5
S16	S17	S04	0.234899	1.3975	0.0811313	4.34148e-05	117725	23	14.25
S16	S18	S04	0.253333	1.46967	0.0708256	4.71339e-05	117703	23.5	14
S16	S19	S04	0.297297	1.63983	0.05052	5.45602e-05	117722	24	13
S17	S18	S04	0.12	0.244949	0.403248	3.72154e-06	151675	3.5	2.75
S17	S19	S04	0.290323	0.649181	0.258111	1.11566e-05	151790	5	2.75
S18	S19	S04	1	0	nan	7.44097e-06	179765	1.5	0
S07	S06	S05	0.0170725	1.25643	0.10448	0.00304988	8925.97	5814.03	5618.84
S06	S05	S08	0.25	0.618718	0.268051	9.86698e-06	138067	5	3
S06	S05	S09	0.454545	1.24205	0.107108	2.47015e-05	138156	8	3
S06	S05	S10	0.333333	0.824958	0.204698	1.4772e-05	138039	6	3
S06	S05	S11	0.833333	2.91667	0.00176897	4.94462e-05	138120	11	1
S06	S05	S12	0.692308	2.35501	0.00926112	4.42435e-05	138130	11	2
S06	S05	S13	0.692308	2.35501	0.00926112	4.45841e-05	138061	11	2
S06	S05	S14	0.692308	2.35501	0.00926112	4.45852e-05	138087	11	2
S06	S05	S15	0.692308	2.35501	0.00926112	4.45234e-05	138079	11	2
S06	S05	S16	0.692308	2.35501	0.00926112	4.42401e-05	138092	11	2
S06	S05	S17	0.692308	2.35501	0.00926112	4.47144e-05	138083	11	2
S06	S05	S18	0.692308	2.35501	0.00926112	4.45289e-05	138082	11	2
S06	S05	S19	0.692308	2.35501	0.00926112	4.46087e-05	138081	11	2
S05	S07	S08	0.25	0.592927	0.276615	9.86679e-06	137870	5	3
S05	S07	S09	0.111111	0.274986	0.391664	4.93873e-06	137956	5	4
S05	S07	S10	0.111111	0.274986	0.391664	4.92471e-06	137841	5	4
S07	S05	S11	0.333333	1.01835	0.154256	1.48344e-05	137919	6	3
S07	S05	S12	0.272727	0.745233	0.228066	1.47487e-05	137931	7	4
S07	S05	S13	0.272727	0.818182	0.206627	1.48797e-05	137862	7	4
S07	S05	S14	0.272727	0.818182	0.206627	1.48673e-05	137888	7	4
S07	S05	S15	0.272727	0.818182	0.206627	1.48458e-05	137880	7	4
S07	S05	S16	0.272727	0.818182	0.206627	1.47483e-05	137892	7	4
S07	S05	S17	0.272727	0.818182	0.206627	1.48996e-05	137884	7	4
S07	S05	S18	0.272727	0.818182	0.206627	1.48519e-05	137883	7	4
S07	S05	S19	0.272727	0.818182	0.206627	1.48722e-05	137881	7	4
S09	S08	S05	0.0335201	1.26062	0.103723	0.000422007	34090	1314.25	1229
S08	S10	S05	0.0118538	0.332744	0.369664	0.000147316	34308.4	1269.75	1240
S11	S08	S05	0.0071976	0.392248	0.347437	0.000228983	17457.8	3236	3189.75
S12	S08	S05	0.00873111	0.482112	0.314863	0.00028106	17489.2	3278.25	3221.5
S08	S13	S05	0.00187735	0.093111	0.462908	5.94484e-05	17502.2	3202	3190
S14	S08	S05	0.00211698	0.112093	0.455375	6.69028e-05	17499	3195.25	3181.75
S15	S08	S05	0.000900936	0.047768	0.480951	2.84843e-05	17509.8	3194	3188.25
S16	S08	S05	0.0028669	0.148114	0.441126	9.03729e-05	17510	3192	3173.75
S17	S08	S05	0.00148833	0.0778113	0.468989	4.70564e-05	17499.5	3196.25	3186.75
S18	S08	S05	0.00137142	0.0720529	0.47128	4.33603e-05	17500	3194.5	3185.75
S19	S08	S05	0.00113659	0.0597585	0.476174	3.59042e-05	17499.8	3193	3185.75
S09	S10	S05	0.046729	2.14337	0.0160419	0.000569146	34260.8	1288	1173
S09	S11	S05	0.00606061	0.28127	0.389252	0.00019322	17489	3237	3198
S09	S12	S05	0.00439374	0.223536	0.411559	0.000141091	17503.2	3257.5	3229
S09	S13	S05	0.0152209	0.703179	0.240972	0.000481686	17507	3243.25	3146
S09	S14	S05	0.0112492	0.540417	0.294455	0.000355312	17502.8	3225	3153.25
S09	S15	S05	0.0124618	0.602733	0.273343	0.000393658	17501.8	3229.5	3150
S09	S16	S05	0.0105131	0.498005	0.30924	0.000331731	17505	3220	3153
S09	S17	S05	0.0118763	0.565293	0.285937	0.00037513	17499.2	3227	3151.25
S09	S18	S05	0.0120028	0.573337	0.283208	0.000378968	17500.8	3225	3148.5
S09	S19	S05	0.0122372	0.583935	0.279632	0.000386447	17499.8	3226	3148
S11	S10	S05	0.0118639	0.54761	0.29198	0.000376364	17492.8	3241	3165
S12	S10	S05	0.0134036	0.722127	0.235108	0.000428306	17627.5	3270	3183.5
S13	S10	S05	0.00282362	0.129941	0.448307	8.79201e-05	17630.8	3152	3134.25
S14	S10	S05	0.00688119	0.33049	0.370515	0.000214204	17626.5	3164.25	3121
S15	S10	S05	0.00565422	0.272488	0.392623	0.00017582	17628.5	3157	3121.5
S16	S10	S05	0.0076555	0.362705	0.358413	0.000237759	17638.8	3159	3111
S17	S10	S05	0.00625473	0.298926	0.382498	0.000194404	17624	3157.25	3118
S18	S10	S05	0.0061379	0.294858	0.384051	0.000190636	17626.5	3155.5	3117
S19	S10	S05	0.00589829	0.283165	0.388525	0.00018327	17625.2	3155	3118
S12	S11	S05	0.00250149	0.113017	0.455008	5.19785e-05	25188.8	2104	2093.5
S11	S13	S05	0.014093	0.619402	0.267826	0.000288518	25121.8	2095.75	2037.5
S11	S14	S05	0.00788539	0.360461	0.359251	0.000162214	25147.2	2093	2060.25
S11	S15	S05	0.00972272	0.443744	0.328614	0.000200439	25147.2	2103	2062.5
S11	S16	S05	0.00672753	0.301037	0.381693	0.000138658	25166.8	2095	2067
S11	S17	S05	0.0088283	0.398693	0.34506	0.000182026	25157.8	2099.75	2063
S11	S18	S05	0.00902201	0.408173	0.341573	0.000185646	25154.8	2097	2059.5
S11	S19	S05	0.00938628	0.422792	0.336223	0.000192966	25155.5	2097	2058
S12	S13	S05	0.066313	1.5157	0.0647976	0.000340228	51143	552.75	484
S12	S14	S05	0.0423501	1.00564	0.157295	0.000214113	51215	532.25	489
S12	S15	S05	0.0491803	1.18717	0.117581	0.000252532	51145.5	544	493
S12	S16	S05	0.0373243	0.896701	0.184939	0.000190649	51180.5	535	496.5
S12	S17	S05	0.0457738	1.10451	0.134686	0.000233971	51153	539.75	492.5
S12	S18	S05	0.0467836	1.12383	0.130543	0.000237597	51146.8	537	489
S12	S19	S05	0.0482221	1.15443	0.124161	0.000245314	51141	538	488.5
S14	S13	S05	0.138965	1.71824	0.0428761	0.000126264	88126.5	104.5	79
S15	S13	S05	0.0995792	1.0433	0.148404	8.79368e-05	88084.5	98	80.25
S16	S13	S05	0.179792	2.33544	0.00976028	0.000149792	88149.5	99.25	69
S17	S13	S05	0.122507	1.49956	0.0668641	0.000106544	88093.5	98.5	77
S18	S13	S05	0.118065	1.43464	0.0756954	0.000102796	88008.5	98.25	77.5
S19	S13	S05	0.109843	1.29766	0.0972016	9.53858e-05	88000.7	97.25	78
S14	S15	S05	0.179191	1.01608	0.154796	3.83824e-05	112459	25.5	17.75
S16	S14	S05	0.108571	0.541634	0.294035	2.35331e-05	112498	24.25	19.5
S14	S17	S05	0.0869565	0.5162	0.302857	1.98181e-05	112347	25	21
S14	S18	S05	0.107345	0.593038	0.276578	2.35271e-05	112262	24.5	19.75
S14	S19	S05	0.142857	0.798847	0.21219	3.09646e-05	112252	25	18.75
S16	S15	S05	0.238095	1.34151	0.0898772	6.19149e-05	115176	32.5	20
S17	S15	S05	0.0967742	0.475976	0.317046	1.85694e-05	114885	21.25	17.5
S18	S15	S05	0.0697674	0.340266	0.366828	1.48587e-05	114828	23	20
S19	S15	S05	0.0337079	0.163384	0.435108	7.42497e-06	114836	23	21.5
S16	S17	S05	0.234899	1.3975	0.0811313	4.33394e-05	117728	23	14.25
S16	S18	S05	0.253333	1.46967	0.0708256	4.70455e-05	117706	23.5	14
S16	S19	S05	0.297297	1.63983	0.05052	5.44948e-05	117725	24	13
S17	S18	S05	0.12	0.244949	0.403248	3.71524e-06	151678	3.5	2.75
S17	S19	S05	0.290323	0.649181	0.258111	1.11401e-05	151793	5	2.75
S18	S19	S05	1	0	nan	7.4329e-06	179768	1.5	0
S06	S07	S08	0.5	1.25	0.10565	1.97316e-05	141178	6	2
S06	S07	S09	0.6	1.75662	0.0394913	2.96225e-05	141267	8	2
S06	S07	S10	0.5	1.25	0.10565	1.96954e-05	141150	6	2
S06	S07	S11	0.538462	1.64774	0.0497028	3.46207e-05	141234	10	3
S06	S07	S12	0.5	1.53005	0.0630027	2.9477e-05	141243	9	3
S06	S07	S13	0.5	1.53005	0.0630027	2.97491e-05	141174	9	3
S06	S07	S14	0.5	1.53005	0.0630027	2.97304e-05	141200	9	3
S06	S07	S15	0.5	1.53005	0.0630027	2.96697e-05	141192	9	3
S06	S07	S16	0.5	1.53005	0.0630027	2.95109e-05	141205	9	3
S06	S07	S17	0.5	1.53005	0.0630027	2.97853e-05	141196	9	3
S06	S07	S18	0.5	1.53005	0.0630027	2.97039e-05	141195	9	3
S06	S07	S19	0.5	1.53005	0.0630027	2.97221e-05	141194	9	3
S09	S08	S06	0.0347407	1.31233	0.0947042	0.000437771	34092	1314.25	1226
S08	S10	S06	0.0114599	0.321726	0.37383	0.000142664	34310.4	1268.75	1240
S11	S08	S06	0.00845312	0.462032	0.322029	0.000268998	17459.8	3236	3181.75
S12	S08	S06	0.0098126	0.539807	0.294665	0.000316134	17493.2	3280.25	3216.5
S08	S13	S06	0.000782595	0.0385641	0.484619	2.48097e-05	17506.2	3197	3192
S14	S08	S06	0.00321619	0.169271	0.432792	0.000101677	17503	3197.25	3176.75
S15	S08	S06	0.00199867	0.105276	0.458078	6.32539e-05	17513.8	3196	3183.25
S16	S08	S06	0.00396841	0.203731	0.419282	0.000125298	17514	3194	3168.75
S17	S08	S06	0.00258621	0.134313	0.446577	8.188e-05	17503.5	3198.25	3181.75
S18	S08	S06	0.00246972	0.128902	0.448718	7.81313e-05	17504	3196.5	3180.75
S19	S08	S06	0.00223503	0.116732	0.453536	7.0703e-05	17503.8	3195	3180.75
S09	S10	S06	0.0475803	2.16494	0.0151962	0.000580394	34263.8	1288	1171
S09	S11	S06	0.00528771	0.244277	0.403508	0.000168686	17494	3232	3198
S09	S12	S06	0.00377708	0.190885	0.424308	0.000121501	17510.2	3255.5	3231
S09	S13	S06	0.0145948	0.669627	0.251548	0.000462343	17514	3241.25	3148
S09	S14	S06	0.010622	0.507317	0.305966	0.000336218	17509.8	3223	3155.25
S09	S15	S06	0.0118348	0.568898	0.284713	0.000374342	17508.8	3227.5	3152
S09	S16	S06	0.00988545	0.465453	0.320804	0.000312464	17512	3218	3155
S09	S17	S06	0.0112492	0.532072	0.297338	0.000355911	17506.2	3225	3153.25
S09	S18	S06	0.0113752	0.539907	0.294631	0.000359717	17507.8	3223	3150.5
S09	S19	S06	0.0116097	0.550468	0.290999	0.000367067	17506.8	3224	3150
S11	S10	S06	0.0129708	0.596544	0.275406	0.000411681	17495.8	3241	3158
S12	S10	S06	0.0143378	0.766885	0.221575	0.000459039	17632.5	3272	3179.5
S13	S10	S06	0.00377929	0.172271	0.431612	0.000117798	17635.8	3154	3130.25
S14	S10	S06	0.0078383	0.373123	0.354528	0.000244247	17631.5	3166.25	3117
S15	S10	S06	0.00661197	0.31569	0.376119	0.000205819	17633.5	3159	3117.5
S16	S10	S06	0.00861519	0.404492	0.342925	0.000268192	17643.8	3161	3107
S17	S10	S06	0.00721317	0.341473	0.366374	0.000224425	17629	3159.25	3114
S18	S10	S06	0.00709672	0.337653	0.367812	0.000220871	17631.5	3157.5	3113
S19	S10	S06	0.00685696	0.326029	0.372201	0.000213317	17630.2	3157	3114
S12	S11	S06	0.00226487	0.102484	0.459186	4.70948e-05	25196.8	2102	2092.5
S11	S13	S06	0.0143454	0.633119	0.263328	0.000293894	25129.8	2094.75	2035.5
S11	S14	S06	0.00813204	0.373372	0.354436	0.00016738	25155.2	2092	2058.25
S11	S15	S06	0.00996997	0.456962	0.323849	0.000206018	25155.2	2102	2060.5
S11	S16	S06	0.00697283	0.313388	0.376993	0.00014392	25174.8	2094	2065
S11	S17	S06	0.00907506	0.411488	0.340357	0.000187346	25165.8	2098.75	2061
S11	S18	S06	0.00926929	0.421059	0.336856	0.000190878	25162.8	2096	2057.5
S11	S19	S06	0.00963391	0.435695	0.331529	0.000198445	25163.5	2096	2056
S12	S13	S06	0.066313	1.5157	0.0647976	0.000341024	51152	552.75	484
S12	S14	S06	0.0423501	1.00564	0.157295	0.000214714	51224	532.25	489
S12	S15	S06	0.0491803	1.18717	0.117581	0.000252948	51154.5	544	493
S12	S16	S06	0.0373243	0.896701	0.184939	0.000191043	51189.5	535	496.5
S12	S17	S06	0.0457738	1.10451	0.134686	0.000234351	51162	539.75	492.5
S12	S18	S06	0.0467836	1.12383	0.130543	0.000238058	51155.8	537	489
S12	S19	S06	0.0482221	1.15443	0.124161	0.000245592	51150	538	488.5
S14	S13	S06	0.138965	1.71824	0.0428761	0.000126507	88135.5	104.5	79
S15	S13	S06	0.0995792	1.0433	0.148404	8.8058e-05	88093.5	98	80.25
S16	S13	S06	0.179792	2.33544	0.00976028	0.000150139	88158.5	99.25	69
S17	S13	S06	0.122507	1.49956	0.0668641	0.000106697	88102.5	98.5	77
S18	S13	S06	0.118065	1.43464	0.0756954	0.000102982	88017.5	98.25	77.5
S19	S13	S06	0.109843	1.29766	0.0972016	9.55045e-05	88009.7	97.25	78
S14	S15	S06	0.179191	1.01608	0.154796	3.84483e-05	112468	25.5	17.75
S16	S14	S06	0.108571	0.541634	0.294035	2.35732e-05	112507	24.25	19.5
S14	S17	S06	0.0869565	0.5162	0.302857	1.98404e-05	112356	25	21
S14	S18	S06	0.107345	0.593038	0.276578	2.35826e-05	112271	24.5	19.75
S14	S19	S06	0.142857	0.798847	0.21219	3.10127e-05	112261	25	18.75
S16	S15	S06	0.238095	1.34151	0.0898772	6.20359e-05	115185	32.5	20
S17	S15	S06	0.0967742	0.475976	0.317046	1.8604e-05	114894	21.25	17.5
S18	S15	S06	0.0697674	0.340266	0.366828	1.48994e-05	114837	23	20
S19	S15	S06	0.0337079	0.163384	0.435108	7.43999e-06	114845	23	21.5
S16	S17	S06	0.234899	1.3975	0.0811313	4.34137e-05	117737	23	14.25
S16	S18	S06	0.253333	1.46967	0.0708256	4.71361e-05	117715	23.5	14
S16	S19	S06	0.297297	1.63983	0.05052	5.45875e-05	117734	24	13
S17	S18	S06	0.12	0.244949	0.403248	3.71986e-06	151687	3.5	2.75
S17	S19	S06	0.290323	0.649181	0.258111	1.11657e-05	151802	5	2.75
S18	S19	S06	1	0	nan	7.44536e-06	179777	1.5	0
S09	S08	S07	0.0339266	1.27669	0.100856	0.000426665	34088	1314.25	1228
S08	S10	S07	0.0114599	0.321726	0.37383	0.000142249	34306.4	1268.75	1240
S11	S08	S07	0.00797945	0.433382	0.332369	0.000253708	17456.8	3237	3185.75
S12	S08	S07	0.00950475	0.525778	0.299521	0.000305544	17488.2	3279.25	3217.5
S08	S13	S07	0.00109529	0.0544161	0.478302	3.46435e-05	17502.2	3199	3192
S14	S08	S07	0.00290151	0.154116	0.438759	9.15074e-05	17499	3197.25	3178.75
S15	S08	S07	0.00168462	0.0895335	0.464329	5.31555e-05	17509.8	3196	3185.25
S16	S08	S07	0.00365293	0.189231	0.424956	0.000115008	17510	3194	3170.75
S17	S08	S07	0.00227202	0.119091	0.452602	7.18008e-05	17499.5	3198.25	3183.75
S18	S08	S07	0.00215543	0.113554	0.454796	6.80175e-05	17500	3196.5	3182.75
S19	S08	S07	0.00192074	0.101261	0.459672	6.06321e-05	17499.8	3195	3182.75
S09	S10	S07	0.046729	2.14337	0.0160419	0.000568518	34259.8	1288	1173
S09	S11	S07	0.0054407	0.251321	0.400783	0.00017317	17489	3234	3199
S09	S12	S07	0.00377824	0.192515	0.42367	0.000121173	17503.2	3254.5	3230
S09	S13	S07	0.0145948	0.675994	0.249522	0.000461247	17508	3241.25	3148
S09	S14	S07	0.010622	0.512251	0.304238	0.000335255	17503.8	3223	3155.25
S09	S15	S07	0.0118348	0.574371	0.282858	0.000373341	17502.8	3227.5	3152
S09	S16	S07	0.00988545	0.469976	0.319186	0.000311454	17506	3218	3155
S09	S17	S07	0.0112492	0.53729	0.295534	0.000354909	17500.2	3225	3153.25
S09	S18	S07	0.0113752	0.545239	0.292795	0.000358616	17501.8	3223	3150.5
S09	S19	S07	0.0116097	0.555893	0.289142	0.000365894	17500.8	3224	3150
S11	S10	S07	0.0124922	0.572916	0.283351	0.000395649	17492.8	3242	3162
S12	S10	S07	0.0140277	0.753604	0.225544	0.000447619	17627.5	3271	3180.5
S13	S10	S07	0.00345993	0.159119	0.436788	0.000107696	17631.8	3154	3132.25
S14	S10	S07	0.0075176	0.361228	0.358965	0.00023379	17627.5	3166.25	3119
S15	S10	S07	0.00629131	0.303174	0.380879	0.000195401	17629.5	3159	3119.5
S16	S10	S07	0.00829346	0.393053	0.34714	0.000257173	17639.8	3161	3109
S17	S10	S07	0.00689216	0.329416	0.370921	0.00021395	17625	3159.25	3116
S18	S10	S07	0.00677561	0.325511	0.372397	0.000210313	17627.5	3157.5	3115
S19	S10	S07	0.00653595	0.313789	0.376841	0.00020287	17626.2	3157	3116
S12	S11	S07	0.00250268	0.112737	0.455119	5.1934e-05	25190.8	2103	2092.5
S11	S13	S07	0.014093	0.618511	0.268119	0.000288243	25124.8	2095.75	2037.5
S11	S14	S07	0.00788539	0.359888	0.359466	0.000162064	25150.2	2093	2060.25
S11	S15	S07	0.00972272	0.442895	0.328921	0.000200273	25150.2	2103	2062.5
S11	S16	S07	0.00672753	0.300642	0.381844	0.000138471	25169.8	2095	2067
S11	S17	S07	0.0088283	0.398005	0.345313	0.000181848	25160.8	2099.75	2063
S11	S18	S07	0.00902201	0.407467	0.341832	0.000185464	25157.8	2097	2059.5
S11	S19	S07	0.00938628	0.422068	0.336488	0.00019312	25158.5	2097	2058
S12	S13	S07	0.0664412	1.51613	0.0647437	0.000339997	51145	551.75	483
S12	S14	S07	0.0424332	1.0083	0.156655	0.000214016	51217	531.25	488
S12	S15	S07	0.0492754	1.19182	0.116665	0.000252308	51147.5	543	492
S12	S16	S07	0.0373968	0.90077	0.183855	0.000190492	51182.5	534	495.5
S12	S17	S07	0.0458627	1.10868	0.133784	0.000233806	51155	538.75	491.5
S12	S18	S07	0.046875	1.12641	0.129995	0.000237259	51148.8	536	488
S12	S19	S07	0.0483163	1.1571	0.123617	0.000244787	51143	537	487.5
S14	S13	S07	0.138965	1.71824	0.0428761	0.000126194	88129.5	104.5	79
S15	S13	S07	0.0995792	1.0433	0.148404	8.77827e-05	88087.5	98	80.25
S16	S13	S07	0.179792	2.33544	0.00976028	0.000149659	88152.5	99.25	69
S17	S13	S07	0.122507	1.49956	0.0668641	0.00010638	88096.5	98.5	77
S18	S13	S07	0.118065	1.43464	0.0756954	0.000102634	88011.5	98.25	77.5
S19	S13	S07	0.109843	1.29766	0.0972016	9.52446e-05	88003.7	97.25	78
S14	S15	S07	0.179191	1.01608	0.154796	3.83283e-05	112462	25.5	17.75
S16	S14	S07	0.108571	0.541634	0.294035	2.35016e-05	112501	24.25	19.5
S14	S17	S07	0.0869565	0.5162	0.302857	1.97927e-05	112350	25	21
S14	S18	S07	0.107345	0.593038	0.276578	2.34939e-05	112265	24.5	19.75
S14	S19	S07	0.142857	0.798847	0.21219	3.0916e-05	112255	25	18.75
S16	S15	S07	0.238095	1.34151	0.0898772	6.18477e-05	115179	32.5	20
S17	S15	S07	0.0967742	0.475976	0.317046	1.8552e-05	114888	21.25	17.5
S18	S15	S07	0.0697674	0.340266	0.366828	1.48333e-05	114831	23	20
S19	S15	S07	0.0337079	0.163384	0.435108	7.4254e-06	114839	23	21.5
S16	S17	S07	0.234899	1.3975	0.0811313	4.32808e-05	117731	23	14.25
S16	S18	S07	0.253333	1.46967	0.0708256	4.69947e-05	117709	23.5	14
S16	S19	S07	0.297297	1.63983	0.05052	5.44543e-05	117728	24	13
S17	S18	S07	0.12	0.244949	0.403248	3.71115e-06	151681	3.5	2.75
S17	S19	S07	0.290323	0.649181	0.258111	1.11362e-05	151796	5	2.75
S18	S19	S07	1	0	nan	7.42259e-06	179771	1.5	0
S08	S10	S09	0.0170473	1.22568	0.110159	0.00133751	6829.88	6764	6537.25
S09	S08	S11	0.00295612	0.167457	0.433505	8.51081e-05	21268.2	2714.25	2698.25
S09	S08	S12	0.00410065	0.209678	0.416959	0.00011626	21258.2	2693.5	2671.5
S09	S08	S13	0.00680336	0.381603	0.351378	0.000194649	21164.2	2700.75	2664.25
S09	S08	S14	0.0073694	0.444239	0.328435	0.000210569	21171.8	2699.75	2660.25
S09	S08	S15	0.00918458	0.55771	0.288521	0.000262212	21165.8	2705.75	2656.5
S09	S08	S16	0.00955756	0.568367	0.284893	0.000270985	21164.5	2706.75	2655.5
S09	S08	S17	0.00756585	0.457206	0.323761	0.000216609	21169.2	2696.75	2656.25
S09	S08	S18	0.00718954	0.437714	0.330797	0.000204946	21167	2696.75	2658.25
S09	S08	S19	0.00751388	0.455066	0.324531	0.000214649	21167.5	2698.5	2658.25
S08	S10	S11	0.0114766	0.648115	0.258455	0.000317947	21419.9	2633	2573.25
S08	S10	S12	0.0337628	1.51415	0.0649937	0.000931865	21379.4	2698.25	2522
S08	S10	S13	0.0375832	1.82438	0.0340472	0.00104696	21268.9	2709	2512.75
S08	S10	S14	0.0361619	1.78295	0.0372971	0.00100429	21273.4	2697	2508.75
S08	S10	S15	0.0356799	1.81775	0.0345514	0.000988387	21259.4	2692.25	2506.75
S08	S10	S16	0.0368057	1.84175	0.0327558	0.00101243	21256.1	2697.25	2505.75
S08	S10	S17	0.0371867	1.88165	0.0299419	0.00103254	21266.9	2695	2501.75
S08	S10	S18	0.0375571	1.89046	0.0293482	0.00103983	21264.6	2697	2501.75
S08	S10	S19	0.0371581	1.87656	0.030289	0.00103047	21265.4	2697	2503.75
S12	S11	S08	0.00124555	0.080602	0.467879	5.70736e-05	13137.5	4320.75	4310
S11	S13	S08	0.0105386	0.706343	0.239988	0.000480292	13064.8	4339	4248.5
S11	S14	S08	0.00954487	0.640744	0.260844	0.000435362	13073.5	4336.5	4254.5
S11	S15	S08	0.0109296	0.728749	0.233078	0.000499246	13070	4347.25	4253.25
S11	S16	S08	0.0111779	0.744134	0.228398	0.000510767	13089	4353.5	4257.25
S11	S17	S08	0.00947895	0.630924	0.264045	0.000432519	13085	4339.75	4258.25
S11	S18	S08	0.00974375	0.647529	0.258645	0.000444616	13083	4339.5	4255.75
S11	S19	S08	0.0098912	0.658987	0.254952	0.000450914	13083.8	4339.25	4254.25
S12	S13	S08	0.0477313	1.52787	0.0632724	0.000537343	37401.2	1111.25	1010
S12	S14	S08	0.0443303	1.34401	0.0894718	0.0004924	37458	1092.5	999.75
S12	S15	S08	0.0494862	1.60228	0.0545472	0.000555705	37390.8	1110.75	1006
S12	S16	S08	0.050436	1.62348	0.0522431	0.000567575	37423.5	1114.25	1007.25
S12	S17	S08	0.0436635	1.4271	0.0767761	0.000489823	37403	1102.5	1010.25
S12	S18	S08	0.0449144	1.4872	0.0684806	0.000501336	37394.8	1099.25	1004.75
S12	S19	S08	0.0454492	1.51142	0.0653409	0.000508275	37390.2	1101.25	1005.5
S14	S13	S08	0.0261137	0.327366	0.371696	4.51061e-05	73888.8	167	158.5
S13	S15	S08	0.0108696	0.148139	0.441117	1.85859e-05	73845.5	162.75	159.25
S13	S16	S08	0.0185634	0.253182	0.400064	3.05445e-05	73902	157.75	152
S17	S13	S08	0.028436	0.371889	0.354988	4.78131e-05	73857.5	162.75	153.75
S18	S13	S08	0.0211433	0.29146	0.38535	3.58429e-05	73773	163	156.25
S19	S13	S08	0.0173776	0.238411	0.405781	2.91989e-05	73764.2	161	155.5
S14	S15	S08	0.12766	0.975617	0.164627	6.37117e-05	98164.7	53	41
S14	S16	S08	0.150396	0.942713	0.172914	7.56665e-05	98196.8	54.5	40.25
S17	S14	S08	0.00636943	0.0455787	0.481823	2.65411e-06	98048.5	39.5	39
