P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S17	S18	S01	0.0694737	0.717808	0.236438	8.16523e-05	81455	127	110.5
S17	S19	S01	0.07173	0.827569	0.203957	8.40788e-05	81429	127	110
S18	S19	S01	0.0344828	0.127424	0.449302	2.47366e-06	133345	7.5	7
S03	S04	S02	0.00271614	0.0902473	0.464045	4.57718e-05	43990.1	749.875	745.812
S03	S02	S05	0.010917	0.122701	0.451172	1.45831e-05	81735.1	115.75	113.25
S03	S02	S06	0.0270907	0.291752	0.385238	3.36037e-05	81788.6	109	103.25
S03	S02	S07	0.00816803	0.0881232	0.464889	1.02569e-05	81756.6	108	106.25
S02	S03	S08	0.00666667	0.0800821	0.468086	8.82905e-06	81653.6	113.25	111.75
S02	S03	S09	0.122977	1.08034	0.139995	0.000107479	88505.3	86.75	67.75
S02	S03	S10	0.0288184	0.232653	0.408015	2.8245e-05	88528.3	89.25	84.25
S03	S02	S11	0.0309883	0.240963	0.404792	2.75865e-05	92716.4	76.9375	72.3125
S03	S02	S12	0.0690691	0.640285	0.260994	3.21726e-05	110552	44.5	38.75
S03	S02	S13	0.265823	1.72506	0.0422585	0.000105592	109808	50	29
S03	S02	S14	0.0517052	0.408478	0.341461	3.43931e-05	103702	59.75	53.875
S03	S02	S15	0.162338	0.965589	0.167125	6.30671e-05	109822	44.75	32.25
S03	S02	S16	0.167742	0.997733	0.159204	6.56041e-05	109788	45.25	32.25
S03	S02	S17	0.0666667	0.399575	0.344735	1.48275e-05	113690	24	21
S03	S02	S18	0.0434783	0.276518	0.391075	9.86793e-06	113673	24	22
S03	S02	S19	0.0434783	0.276518	0.391075	9.86186e-06	113673	24	22
S04	S02	S05	0.0499469	0.525867	0.29949	6.85355e-05	81746.9	123.5	111.75
S04	S02	S06	0.0732265	0.6725	0.250633	9.35819e-05	81800.9	117.25	101.25
S04	S02	S07	0.0556186	0.511815	0.30439	7.18332e-05	81768.9	116.25	104
S04	S02	S08	0.0413943	0.449237	0.32663	5.59231e-05	81665.4	119.5	110
S02	S04	S09	0.118012	0.950492	0.170931	0.000107563	88512.6	90	71
S02	S04	S10	0.0276243	0.207458	0.417826	2.82531e-05	88536.1	93	88
S04	S02	S11	0.0232745	0.168011	0.433287	2.15901e-05	92723.2	79.6875	76.0625
S04	S02	S12	0.0648148	0.568232	0.284939	2.93452e-05	110554	43.125	37.875
S04	S02	S13	0.258278	1.66457	0.0479994	9.80993e-05	109809	47.5	28
S04	S02	S14	0.0666667	0.553033	0.29012	4.5446e-05	103709	62	54.25
S04	S02	S15	0.0948012	0.57742	0.281828	3.90937e-05	109826	44.75	37
S04	S02	S16	0.10574	0.644047	0.259772	4.41692e-05	109793	45.75	37
S04	S02	S17	0.1	0.619895	0.267664	2.225e-05	113695	24.75	20.25
S04	S02	S18	0.076087	0.49585	0.31	1.72815e-05	113678	24.75	21.25
S04	S02	S19	0.076087	0.49585	0.31	1.7252e-05	113678	24.75	21.25
S06	S05	S02	0.0134599	0.682173	0.247565	0.000353819	23888.5	2268.25	2208
S07	S05	S02	0.00657414	0.354194	0.361597	0.000171792	23904.8	2239.25	2210
S05	S08	S02	0.0138603	0.974901	0.164805	0.000455212	19894.8	2834.5	2757
S02	S05	S09	0.00579065	0.474261	0.317657	0.00031271	11561.2	4798.25	4743
S02	S05	S10	0.0103929	0.840774	0.200237	0.000561392	11550	4824.5	4725.25
S02	S05	S11	0.00674395	0.43811	0.330653	0.000337475	15194.6	4231.19	4174.5
S05	S02	S12	0.214937	7.36685	8.73539e-14	0.00478942	31319.8	2432	1571.5
S05	S02	S13	0.272859	10.3852	0	0.00566442	30779.8	2641.5	1509
S05	S02	S14	0.410919	22.5359	0	0.015395	26609.7	4586.5	1914.94
S05	S02	S15	0.262786	10.204	0	0.00551048	30797	2638.75	1540.5
S05	S02	S16	0.267008	10.4081	0	0.00562326	30782	2658.5	1538
S05	S02	S17	0.0405007	1.34144	0.0898895	0.000543912	33459.5	1413	1303
S05	S02	S18	0.0384828	1.25687	0.1044	0.000515297	33440	1410	1305.5
S05	S02	S19	0.0386456	1.26338	0.103227	0.00051738	33440.5	1411	1306
S06	S07	S02	0.0796915	1.19278	0.116478	0.000182006	70031.4	210	179
S06	S08	S02	0.0245566	1.50494	0.0661703	0.000808308	19799.2	2873.62	2735.88
S02	S06	S09	0.00139794	0.131065	0.447862	7.50099e-05	11490.5	4745.75	4732.5
S02	S06	S10	0.00791376	0.690619	0.244903	0.000425072	11481.2	4792	4716.75
S02	S06	S11	0.00433153	0.327133	0.371784	0.000215612	15119	4195.31	4159.12
S06	S02	S12	0.206792	6.73469	8.21393e-12	0.00457216	31226	2398.5	1576.5
S06	S02	S13	0.275419	9.3505	0	0.00576664	30748.2	2670.25	1517
S06	S02	S14	0.41655	20.5888	0	0.0156171	26567.9	4604.94	1896.69
S06	S02	S15	0.271089	9.31117	0	0.00570225	30761.2	2663.25	1527.25
S06	S02	S16	0.275135	9.47453	0	0.00581665	30747.2	2684	1525.75
S06	S02	S17	0.0465784	1.55942	0.0594482	0.000621858	33399	1412.75	1287
S06	S02	S18	0.0443395	1.48734	0.0684628	0.000590575	33380	1410.25	1290.5
S06	S02	S19	0.0446767	1.49966	0.0668516	0.000595047	33381	1411.75	1291
S07	S08	S02	0.019166	1.23466	0.108478	0.000626851	19863.2	2838.25	2731.5
S02	S07	S09	0.00541597	0.51967	0.301647	0.00028986	11494.8	4757	4705.75
S02	S07	S10	0.0120311	1.09116	0.137601	0.000645317	11486.5	4805.25	4691
S02	S07	S11	0.0091563	0.729644	0.232804	0.000454399	15123.3	4208.81	4132.44
S07	S02	S12	0.202915	6.47237	4.82389e-11	0.00449659	31252	2393.5	1586
S07	S02	S13	0.270073	9.27679	0	0.00564146	30762.5	2653.5	1525
S07	S02	S14	0.412795	20.7655	0	0.015434	26572.9	4579	1903.19
S07	S02	S15	0.266519	9.20469	0	0.00559318	30776.5	2647.5	1533.25
S07	S02	S16	0.26999	9.37307	0	0.00569274	30762.5	2668.25	1533.75
S07	S02	S17	0.0419918	1.3406	0.0900257	0.000558282	33419.2	1402	1289
S07	S02	S18	0.0398961	1.28905	0.0986909	0.000530124	33401.8	1401	1293.5
S07	S02	S19	0.0400593	1.29611	0.0974684	0.000532407	33402.2	1402	1294
S02	S08	S09	0.0167356	1.12068	0.131212	0.000898155	11559.2	4822.25	4663.5
S02	S08	S10	0.0219533	1.57003	0.0582039	0.00117485	11530	4835.5	4627.75
S02	S08	S11	0.0177091	1.13785	0.127591	0.000878871	15191.9	4241.88	4094.25
S08	S02	S12	0.227535	9.0943	5.42101e-20	0.00504505	31410.5	2445.25	1538.75
S08	S02	S13	0.292826	11.3761	0	0.0060658	30894	2678.25	1465
S08	S02	S14	0.430035	26.6617	0	0.0159777	26707.2	4606.5	1836
S08	S02	S15	0.284336	11.4913	0	0.00591427	30898.5	2662.75	1483.75
S08	S02	S16	0.288747	11.4348	0	0.00602004	30879.5	2678.5	1478.25
S08	S02	S17	0.0722455	2.40785	0.00802337	0.000960255	33565.5	1441.5	1247.25
S08	S02	S18	0.0676104	2.25396	0.0120995	0.000895018	33540.5	1433	1251.5
S08	S02	S19	0.0679323	2.26414	0.0117829	0.000899289	33541.5	1434.5	1252
S10	S09	S02	0.00488906	0.139297	0.444608	3.67006e-05	49058.9	668	661.5
S11	S09	S02	0.694424	50.7667	0	0.0231813	39773.4	5126.38	924.5
S09	S02	S12	0.291417	12.7527	0	0.00858358	25500.9	3431.38	1882.75
S09	S02	S13	0.352458	14.7095	0	0.00981973	25103.5	3783.5	1811.5
S09	S02	S14	0.524174	36.2911	0	0.0250171	21571.9	6367	1987.69
S09	S02	S15	0.342175	15.524	0	0.00954436	25084.5	3744.5	1835.25
S09	S02	S16	0.345506	15.1514	0	0.00967819	25072.5	3767.25	1832.5
S09	S02	S17	0.0605862	2.30439	0.0106005	0.00114323	27254.5	2026.25	1794.75
S09	S02	S18	0.0618718	2.39775	0.0082481	0.00116876	27245.5	2033.75	1796.75
S09	S02	S19	0.0619619	2.39366	0.00834059	0.00116967	27246.5	2035.25	1797.75
S11	S10	S02	0.809703	77.0753	0	0.0231412	58227.6	4688.38	493
S10	S02	S12	0.293461	12.5626	0	0.00852672	25453	3390	1851.75
S10	S02	S13	0.354676	16.685	0	0.00980335	25069	3755.5	1789
S10	S02	S14	0.525133	36.7828	0	0.0249129	21534.9	6336.5	1972.94
S10	S02	S15	0.346906	17.2747	0	0.00957509	25055	3721.5	1804.5
S10	S02	S16	0.350318	16.8847	0	0.00971335	25042	3743.25	1801
S10	S02	S17	0.0570059	1.99971	0.022766	0.00105717	27205.8	1984	1770
S10	S02	S18	0.0591048	2.13434	0.0164075	0.00109733	27198.8	1993.5	1771
S10	S02	S19	0.0591983	2.1308	0.0165526	0.00109855	27199.8	1995	1772
S02	S11	S12	0.250506	8.75648	1.02999e-18	0.0138387	21573.5	6183.12	3705.88
S02	S11	S13	0.0448174	1.87576	0.0303443	0.00200684	21374.7	4656	4256.56
S11	S02	S14	0.25343	10.2199	0	0.0170704	18335.9	7332.86	4367.61
S02	S11	S15	0.0531359	2.37097	0.00887074	0.00238159	21344.1	4678.06	4206
S02	S11	S16	0.0513785	2.26733	0.0116851	0.00230787	21321.7	4675.25	4218.31
S02	S11	S17	0.800058	66.3433	0	0.0662866	22700.9	15075.4	1674.5
S18	S11	S02	0.863329	174.904	0	0.103897	30624.5	22672.9	1663
S19	S11	S02	0.863061	175.624	0	0.103869	23704.9	22676.1	1666.75
S12	S13	S02	0.0949696	3.1802	0.000735876	0.00376402	53068.6	4320.75	3571.25
S12	S14	S02	0.527275	25.2161	0	0.0344671	45766.9	9941.75	3077.19
S12	S15	S02	0.0939956	3.35402	0.000398239	0.00366485	53280.2	4245.25	3515.75
S12	S16	S02	0.0980342	3.30829	0.000469343	0.00383802	53245.4	4280	3515.75
S17	S12	S02	0.411015	12.08	0	0.0156024	41157.8	5422	2263.25
S18	S12	S02	0.406251	11.9345	0	0.0155309	27364.4	5438.5	2296.25
S19	S12	S02	0.406318	11.8928	0	0.0155389	27360.2	5437	2295.25
S13	S14	S02	0.663091	23.4882	0	0.0308091	67954.3	7668.56	1553.5
S15	S13	S02	0.00608458	0.209331	0.417095	0.000100783	80002.2	1653.5	1633.5
S13	S16	S02	0.00449592	0.158477	0.43704	7.43506e-05	80033.4	1647.75	1633
S17	S13	S02	0.42836	12.8737	0	0.0193165	19100.8	6516	2607.75
S18	S13	S02	0.426015	12.6001	0	0.0192366	19139	6513.5	2621.75
S19	S13	S02	0.425983	12.571	0	0.0192394	19132	6513	2621.75
S15	S14	S02	0.719903	29.6751	0	0.0309204	73551.8	7328.56	1193.5
S16	S14	S02	0.719583	28.8069	0	0.0307463	73687.3	7288.94	1188.62
S17	S14	S02	0.680848	45.3997	0	0.049549	16374.2	12372.6	2349.25
S18	S14	S02	0.679012	45.1541	0	0.0494943	16391	12372.1	2365.25
S19	S14	S02	0.678863	44.7817	0	0.0494701	16389	12373.1	2366.75
S15	S16	S02	0.123556	1.18162	0.118678	0.000175217	131865	158	123.25
S17	S15	S02	0.430247	13.2321	0	0.0192163	19147.2	6462.75	2574.5
S18	S15	S02	0.427782	12.9643	0	0.0191373	19179.2	6461.25	2589.5
S19	S15	S02	0.427751	12.9242	0	0.0191362	19178.2	6460.75	2589.5
S17	S16	S02	0.431787	13.2366	0	0.0193932	19105.8	6504.25	2581.25
S18	S16	S02	0.429333	12.9646	0	0.0193138	19139.5	6502.75	2596.25
S19	S16	S02	0.429302	12.9257	0	0.0193087	19138.5	6502.25	2596.25
S17	S18	S02	0.0694737	0.717808	0.236438	8.15509e-05	81465	127	110.5
S17	S19	S02	0.07173	0.827569	0.203957	8.39818e-05	81439	127	110
S18	S19	S02	0.0344828	0.127424	0.449302	2.47231e-06	133355	7.5	7
S04	S03	S05	0.327434	1.62575	0.0520019	5.39333e-05	124885	18.75	9.5
S04	S03	S06	0.322835	1.62407	0.0521806	5.98913e-05	124951	21	10.75
S04	S03	S07	0.328125	1.65068	0.0494017	6.15262e-05	124916	21.25	10.75
S04	S03	S08	0.392857	2.11306	0.017298	6.46993e-05	124804	19.5	8.5
S03	S04	S09	0	0	0.5	0	131672	8.75	8.75
S03	S04	S10	0	0	0.5	0	131693	9.75	9.75
S03	S04	S11	0.0571429	0.232509	0.408071	5.95772e-06	135897	9.25	8.25
S03	S04	S12	0.0571429	0.172006	0.431716	2.79513e-06	153761	4.625	4.125
S03	S04	S13	0.130435	0.351999	0.36242	7.54221e-06	153028	6.5	5
S04	S03	S14	0.12	0.523179	0.300425	1.09692e-05	146901	8.75	6.875
S03	S04	S15	0.44186	1.63872	0.0506354	2.39718e-05	153037	7.75	3
S03	S04	S16	0.377778	1.27035	0.10198	2.14597e-05	153004	7.75	3.5
S04	S03	S17	0.75	0	nan	7.41916e-06	156915	1.75	0.25
S04	S03	S18	0.75	0	nan	7.40181e-06	156897	1.75	0.25
S04	S03	S19	0.75	0	nan	7.39736e-06	156897	1.75	0.25
S06	S05	S03	0.0142074	0.714336	0.23751	0.000373328	23889.2	2266.5	2203
S07	S05	S03	0.0064182	0.347675	0.364042	0.000167809	23902.5	2234.5	2206
S05	S08	S03	0.0145445	1.02507	0.152666	0.000479425	19901.2	2842.5	2761
S03	S05	S09	0.00380687	0.298199	0.382776	0.000205149	11539.8	4779.25	4743
S03	S05	S10	0.00987868	0.786209	0.215873	0.00053273	11540.5	4817.5	4723.25
S03	S05	S11	0.00729232	0.45592	0.324224	0.00036527	15195.5	4234.56	4173.25
S05	S03	S12	0.213861	7.31661	1.27159e-13	0.00475421	31316.8	2425.75	1571
S05	S03	S13	0.268122	10.2124	0	0.00556144	30785.2	2628.5	1517
S05	S03	S14	0.410457	22.3487	0	0.0153548	26606.6	4580.06	1914.38
S05	S03	S15	0.260512	10.0606	0	0.00544861	30795	2626.75	1541
S05	S03	S16	0.264604	10.2443	0	0.00556044	30780.5	2646.5	1539
S05	S03	S17	0.0394688	1.30071	0.0966782	0.000528976	33456	1409	1302
S05	S03	S18	0.0378299	1.2276	0.109799	0.000505766	33435.5	1406	1303.5
S05	S03	S19	0.0379934	1.23413	0.108578	0.000507518	33436	1407	1304
S06	S07	S03	0.0895141	1.32994	0.0917689	0.000205704	70036.2	213	178
S06	S08	S03	0.0257973	1.61624	0.0530215	0.000852717	19807	2882.88	2737.88
S06	S03	S09	0.000607453	0.0555061	0.477868	3.25499e-05	11469	4735.75	4730
S03	S06	S10	0.00739299	0.642295	0.260341	0.000397127	11469.8	4786.25	4716
S03	S06	S11	0.00488177	0.356825	0.360611	0.000243222	15118.4	4200.5	4159.69
S06	S03	S12	0.205514	6.7281	8.59455e-12	0.00454268	31221.5	2394	1577.75
S06	S03	S13	0.271116	9.22102	0	0.00566262	30747.5	2654.25	1522
S06	S03	S14	0.416543	20.7834	0	0.0155886	26558.1	4595	1892.62
S06	S03	S15	0.268812	9.27003	0	0.00563746	30756.2	2651.5	1528
S06	S03	S16	0.272727	9.43483	0	0.005746	30742.8	2672.25	1527
S06	S03	S17	0.0455515	1.51963	0.0643015	0.000606921	33392.2	1408.75	1286
S06	S03	S18	0.0436961	1.45938	0.0722297	0.000580606	33372.2	1406.25	1288.5
S06	S03	S19	0.0440345	1.47191	0.0705228	0.000585332	33373.2	1407.75	1289
S07	S08	S03	0.0197168	1.31722	0.0938829	0.00064725	19868	2844.5	2734.5
S03	S07	S09	0.00341261	0.320357	0.374349	0.000182613	11477.2	4741.25	4709
S03	S07	S10	0.0115124	1.0411	0.148914	0.000617421	11479	4799.5	4690.25
S03	S07	S11	0.00970409	0.746242	0.227761	0.000482144	15126.8	4214	4133
S07	S03	S12	0.201635	6.46013	5.23067e-11	0.00446236	31251.5	2389	1587.25
S07	S03	S13	0.265747	9.11513	5.42101e-20	0.00553889	30765.8	2637.5	1530
S07	S03	S14	0.412844	20.9742	0	0.0153834	26566.6	4568.56	1898.62
S07	S03	S15	0.264224	9.13961	5.42101e-20	0.00552522	30775.5	2635.75	1534
S07	S03	S16	0.267565	9.30817	0	0.00562949	30762	2656.5	1535
S07	S03	S17	0.0409531	1.30354	0.0961945	0.000543839	33416.5	1398	1288
S07	S03	S18	0.0392412	1.25997	0.103841	0.000520338	33398	1397	1291.5
S07	S03	S19	0.0394052	1.26706	0.102567	0.000522537	33398.5	1398	1292
S03	S08	S09	0.0147311	0.97752	0.164156	0.000790807	11551.8	4813.25	4673.5
S03	S08	S10	0.0214046	1.50282	0.0664431	0.00114568	11533.5	4837.5	4634.75
S03	S08	S11	0.0182253	1.14348	0.12642	0.000906172	15204.5	4253	4100.75
S08	S03	S12	0.226163	8.93691	2.1684e-19	0.00501274	31414.2	2441.75	1541
S08	S03	S13	0.288523	11.1952	0	0.00596387	30900.5	2662.25	1470
S08	S03	S14	0.429957	26.4921	0	0.0159404	26705.4	4597.31	1832.69
S08	S03	S15	0.282104	11.2928	0	0.00585039	30900.5	2650.75	1484.25
S08	S03	S16	0.286378	11.2518	0	0.00595776	30882	2666.5	1479.25
S08	S03	S17	0.0711562	2.35865	0.00917072	0.000944645	33568	1439.5	1248.25
S08	S03	S18	0.0669152	2.21872	0.013253	0.00088571	33542	1431	1251.5
S08	S03	S19	0.0672378	2.22944	0.0128924	0.000889614	33543	1432.5	1252
S10	S09	S03	0.0155598	0.461707	0.322146	0.000115913	49040.9	669	648.5
S11	S09	S03	0.699818	50.7803	0	0.0233569	39759.8	5131.75	906.25
S09	S03	S12	0.290157	12.5603	0	0.00854948	25524.4	3430.12	1887.25
S09	S03	S13	0.349141	14.2738	0	0.00971941	25129.5	3769.5	1818.5
S09	S03	S14	0.523706	35.6628	0	0.0249788	21592	6362.19	1988.75
S09	S03	S15	0.34027	15.213	0	0.00947577	25107	3735.5	1838.75
S09	S03	S16	0.343553	14.8167	0	0.00960773	25095	3757.75	1836
S09	S03	S17	0.0597229	2.30071	0.0107039	0.00112914	27277.5	2027.25	1798.75
S09	S03	S18	0.0612857	2.39801	0.00824211	0.00115855	27267.5	2034.75	1799.75
S09	S03	S19	0.0613761	2.39506	0.00830888	0.00116069	27268.5	2036.25	1800.75
S11	S10	S03	0.811698	75.787	0	0.0232126	58227	4692.75	487.75
S10	S03	S12	0.292294	12.3672	0	0.00850621	25461.5	3387.75	1855.25
S10	S03	S13	0.351332	16.1968	0	0.00968977	25081	3741.5	1796
S10	S03	S14	0.524521	36.1102	0	0.0249303	21542.1	6332.81	1975.12
S10	S03	S15	0.344987	16.922	0	0.00951284	25063.5	3712.5	1808
S10	S03	S16	0.34835	16.4922	0	0.00964096	25050.5	3733.75	1804.5
S10	S03	S17	0.0561319	1.99759	0.0228805	0.00104205	27214.8	1985	1774
S10	S03	S18	0.0585113	2.13755	0.0162768	0.0010872	27206.8	1994.5	1774
S10	S03	S19	0.0586051	2.13473	0.0163917	0.0010884	27207.8	1996	1775
S03	S11	S12	0.250878	8.75079	1.0842e-18	0.013885	21575.9	6190.12	3707.12
S03	S11	S13	0.0471921	1.93141	0.0267162	0.00211507	21378.8	4664.75	4244.31
S11	S03	S14	0.252889	10.0562	0	0.0170349	18335.1	7330.81	4371.44
S03	S11	S15	0.0545536	2.37583	0.00875475	0.00244562	21344.9	4683.44	4198.88
S03	S11	S16	0.0528536	2.27192	0.0115457	0.00237187	21322.4	4680.62	4210.69
S03	S11	S17	0.799784	65.9739	0	0.0662988	22702.5	15081.6	1677.75
S18	S11	S03	0.863084	173.842	0	0.104013	30629.8	22673.5	1666.25
S19	S11	S03	0.862815	174.635	0	0.104005	23710.2	22676.8	1670
S12	S13	S03	0.092999	3.1087	0.000939559	0.00368995	53083.6	4314.75	3580.5
S12	S14	S03	0.527453	25.5063	0	0.0345161	45770.4	9939.38	3074.94
S12	S15	S03	0.0931049	3.30081	0.000482026	0.00363374	53290.2	4242.75	3520
S12	S16	S03	0.0970886	3.2565	0.000563982	0.00380776	53255.4	4277	3520
S17	S12	S03	0.41051	12.1284	0	0.0156211	41163.5	5422	2266
S18	S12	S03	0.405674	11.9829	0	0.0155331	27369.1	5437.5	2299
S19	S12	S03	0.405741	11.9416	0	0.0155261	27364.9	5436	2298
S13	S14	S03	0.665227	23.7883	0	0.0309387	67964.3	7672.69	1542.5
S15	S13	S03	0.00350449	0.121571	0.451619	5.8026e-05	80016.2	1646.5	1635
S13	S16	S03	0.0069471	0.246483	0.402654	0.000114843	80047.4	1648.75	1626
S17	S13	S03	0.426761	12.779	0	0.0192391	19108.8	6503	2612.75
S18	S13	S03	0.424353	12.5131	0	0.0191685	19146	6499.5	2626.75
S19	S13	S03	0.424321	12.4844	0	0.0191678	19139	6499	2626.75
S15	S14	S03	0.720871	29.8718	0	0.0310045	73559.8	7330.75	1189.06
S16	S14	S03	0.720573	28.9693	0	0.0308335	73695.9	7291.62	1184.19
S17	S14	S03	0.680716	45.298	0	0.0495667	16378	12370.4	2350
S18	S14	S03	0.678858	45.0577	0	0.0495273	16393.8	12368.9	2366
S19	S14	S03	0.678709	44.6934	0	0.0495063	16391.8	12369.9	2367.5
S15	S16	S03	0.121995	1.1645	0.122111	0.000172815	131878	157.5	123.25
S17	S15	S03	0.429267	13.1515	0	0.0191929	19154.2	6457.25	2578.5
S18	S15	S03	0.42674	12.8896	0	0.0191244	19185.2	6454.75	2593.5
S19	S15	S03	0.426708	12.8502	0	0.0191083	19184.2	6454.25	2593.5
S17	S16	S03	0.430781	13.1546	0	0.019377	19112.8	6498.25	2585.25
S18	S16	S03	0.428265	12.8875	0	0.0192767	19145.5	6495.75	2600.25
S19	S16	S03	0.428234	12.8494	0	0.0192842	19144.5	6495.25	2600.25
S17	S18	S03	0.0733753	0.758347	0.224122	8.66153e-05	81468	128	110.5
S17	S19	S03	0.0756303	0.873082	0.191309	8.90751e-05	81442	128	110
S18	S19	S03	0.0344828	0.127424	0.449302	2.47511e-06	133357	7.5	7
S06	S05	S04	0.0144311	0.719907	0.235791	0.000379865	23899	2267	2202.5
S07	S05	S04	0.00669932	0.359891	0.359464	0.000175365	23912.5	2235.25	2205.5
S05	S08	S04	0.0142328	0.994937	0.159883	0.0004698	19911.2	2841.5	2761.75
S04	S05	S09	0.00380607	0.29679	0.383313	0.000205081	11531.5	4780.25	4744
S04	S05	S10	0.00987661	0.781274	0.217321	0.000532417	11532.2	4818.5	4724.25
S04	S05	S11	0.00717083	0.446138	0.327749	0.000359121	15187.2	4235.56	4175.25
S05	S04	S12	0.214053	7.27611	1.7179e-13	0.00475607	31306.6	2425.38	1570.12
S05	S04	S13	0.268678	10.1752	0	0.00556652	30773.8	2627.75	1514.75
S05	S04	S14	0.410145	22.2761	0	0.0153569	26598.5	4579.31	1915.5
S05	S04	S15	0.261919	10.1373	0	0.00547316	30781.2	2627	1536.5
S05	S04	S16	0.265858	10.3285	0	0.00558369	30767.2	2646.75	1535
S05	S04	S17	0.0389084	1.27628	0.100929	0.000521223	33447.8	1408.5	1303
S05	S04	S18	0.0372694	1.20379	0.114336	0.000497989	33427.2	1405.5	1304.5
S05	S04	S19	0.0374332	1.21028	0.113086	0.000500472	33427.8	1406.5	1305
S06	S07	S04	0.0889315	1.32124	0.0932114	0.000204708	70046.4	212.75	178
S06	S08	S04	0.0256627	1.61201	0.0534798	0.000849909	19817.8	2882.62	2738.38
S06	S04	S09	0.000607485	0.0551938	0.477992	3.25332e-05	11458.5	4735.5	4729.75
S04	S06	S10	0.00739337	0.637984	0.261742	0.000397299	11459.2	4786	4715.75
S04	S06	S11	0.00476187	0.346532	0.364472	0.000236975	15107.9	4200.25	4160.44
S06	S04	S12	0.205666	6.68948	1.1198e-11	0.00454675	31210.8	2394	1577.25
S06	S04	S13	0.271541	9.18709	0	0.00567316	30736	2654.5	1520.75
S06	S04	S14	0.416102	20.7114	0	0.0155653	26549.9	4595.25	1894.75
S06	S04	S15	0.270126	9.32866	0	0.00566147	30742.2	2652.5	1524.25
S06	S04	S16	0.273886	9.50023	0	0.0057673	30729.2	2673.25	1523.75
S06	S04	S17	0.0449615	1.49165	0.0678948	0.000599282	33383.8	1409	1287.75
S06	S04	S18	0.0431074	1.4316	0.0761294	0.000573314	33363.8	1406.5	1290.25
S06	S04	S19	0.043446	1.44404	0.0743645	0.000577435	33364.8	1408	1290.75
S07	S08	S04	0.0196272	1.31208	0.0947467	0.000645032	19878.8	2844.25	2734.75
S04	S07	S09	0.00341279	0.318872	0.374912	0.000182511	11466.5	4741	4708.75
S04	S07	S10	0.011513	1.03458	0.150432	0.000617194	11468.2	4799.25	4690
S04	S07	S11	0.00958371	0.734368	0.231362	0.000476088	15116	4213.75	4133.75
S07	S04	S12	0.201786	6.4269	6.51148e-11	0.00446741	31240.5	2389	1586.75
S07	S04	S13	0.266171	9.09301	5.42101e-20	0.00554384	30754	2637.75	1528.75
S07	S04	S14	0.412402	20.9251	0	0.0153995	26558.2	4568.81	1900.75
S07	S04	S15	0.265539	9.20542	0	0.00555149	30761.2	2636.75	1530.25
S07	S04	S16	0.268724	9.38284	0	0.00565009	30748.2	2657.5	1531.75
S07	S04	S17	0.0403646	1.27793	0.100638	0.000536161	33407.8	1398.25	1289.75
S07	S04	S18	0.0386545	1.23425	0.108555	0.000513315	33389.2	1397.25	1293.25
S07	S04	S19	0.0388187	1.24127	0.107252	0.000514939	33389.8	1398.25	1293.75
S04	S08	S09	0.0147311	0.977352	0.164198	0.000791259	11540.8	4813.25	4673.5
S04	S08	S10	0.0214001	1.49579	0.0673536	0.00114535	11523.5	4838.5	4635.75
S04	S08	S11	0.0181013	1.13138	0.128949	0.000900442	15194	4253.5	4102.25
S08	S04	S12	0.226246	8.87437	3.25261e-19	0.00500685	31403.4	2442.38	1541.12
S08	S04	S13	0.288956	11.2079	0	0.00596887	30888.2	2662.5	1468.75
S08	S04	S14	0.429373	26.4903	0	0.0159256	26697.5	4598.56	1835.81
S08	S04	S15	0.283682	11.3948	0	0.00587071	30884	2650	1478.75
S08	S04	S16	0.287802	11.3594	0	0.00598017	30866	2665.75	1474.25
S08	S04	S17	0.070585	2.32155	0.0101285	0.00093712	33558	1439	1249.25
S08	S04	S18	0.0663436	2.18237	0.014541	0.000877737	33532	1430.5	1252.5
S08	S04	S19	0.0666667	2.19303	0.0141524	0.000881786	33533	1432	1253
S10	S09	S04	0.0155598	0.463278	0.321583	0.000116061	49040.9	669	648.5
S11	S09	S04	0.699884	50.7792	0	0.0233636	39758.3	5130.25	905.75
S09	S04	S12	0.290224	12.5542	0	0.00855315	25524.4	3430.62	1887.25
S09	S04	S13	0.349316	14.3826	0	0.00973018	25129.5	3771	1818.5
S09	S04	S14	0.523599	35.9231	0	0.0249837	21592	6360.31	1988.75
S09	S04	S15	0.34129	15.4265	0	0.00950558	25103.2	3736.5	1835
S09	S04	S16	0.344513	15.0128	0	0.00962946	25091.2	3758.25	1832.25
S09	S04	S17	0.0593231	2.2777	0.0113722	0.00112218	27278.5	2026.75	1799.75
S09	S04	S18	0.0608866	2.37441	0.00878863	0.00115093	27268.5	2034.25	1800.75
S09	S04	S19	0.0609772	2.37155	0.00885677	0.00115243	27269.5	2035.75	1801.75
S11	S10	S04	0.811661	75.7254	0	0.0232655	58226	4691.75	487.75
S10	S04	S12	0.292362	12.3585	0	0.00849908	25461.5	3388.25	1855.25
S10	S04	S13	0.351507	16.3319	0	0.00969589	25081	3743	1796
S10	S04	S14	0.524398	36.3351	0	0.0248678	21542.2	6331.06	1975.25
S10	S04	S15	0.34602	17.2117	0	0.0095391	25059.8	3713.5	1804.25
S10	S04	S16	0.349322	16.7618	0	0.00966597	25046.8	3734.25	1800.75
S10	S04	S17	0.0557255	1.97624	0.0240636	0.00103414	27215.8	1984.5	1775
