P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
S19	S18	S08	0.037037	0.128789	0.448762	2.47043e-06	133536	7	6.5
S11	S10	S09	0.805219	71.6361	0	0.0967197	20548	15406.2	1662.31
S09	S10	S12	0.0247245	0.379566	0.352134	5.74251e-05	72213.7	215	204.625
S09	S10	S13	0.0125	0.189578	0.42482	2.73927e-05	71900.2	222.75	217.25
S09	S10	S14	0.0268714	0.46597	0.320618	8.9955e-05	68260.4	300.938	285.188
S10	S09	S15	0.0169492	0.25975	0.397528	3.87444e-05	71872.7	232.5	224.75
S10	S09	S16	0.0164835	0.253903	0.399785	3.74961e-05	71862.2	231.25	223.75
S09	S10	S17	0.047619	0.905843	0.182509	8.6438e-05	74025.7	192.5	175
S09	S10	S18	0.0393487	0.763106	0.2227	7.14598e-05	74016.7	191.5	177
S09	S10	S19	0.0393487	0.763106	0.2227	7.14226e-05	74016.7	191.5	177
S09	S11	S12	0.69765	36.6707	0	0.0223021	59137.6	4898.25	872.375
S09	S11	S13	0.52827	25.1011	0	0.0118075	58997.9	3430.25	1058.81
S09	S11	S14	0.299395	9.86784	0	0.00808013	55885.8	3068.56	1654.5
S09	S11	S15	0.529939	22.3226	0	0.0119014	58952.4	3437.44	1056.12
S09	S11	S16	0.533732	23.0094	0	0.0119521	58931.8	3436.38	1044.69
S09	S11	S17	0.975247	421.091	0	0.0673572	60279.8	13805.4	173
S09	S11	S18	0.989461	1118.38	0	0.143908	60251.3	29354	155.5
S09	S11	S19	0.985991	882.318	0	0.109754	60254.1	22433.9	158.25
S12	S13	S09	0.0591436	2.19636	0.0140329	0.00162773	53640	2920.12	2594
S12	S14	S09	0.461595	22.8436	0	0.0201305	46590.9	6386.44	2352.56
S12	S15	S09	0.0680032	2.5513	0.00536614	0.00184064	53840.9	2896.62	2527.75
S12	S16	S09	0.0695322	2.55227	0.00535124	0.00188717	53808.2	2908.12	2530
S17	S12	S09	0.283867	8.82263	5.42101e-19	0.00910923	41449	4164.62	2323
S18	S12	S09	0.279629	8.75332	1.02999e-18	0.00905438	27663.1	4188.62	2358
S19	S12	S09	0.279778	8.73942	1.19262e-18	0.009055	27658.7	4186.88	2356.25
S13	S14	S09	0.607803	22.8828	0	0.0185335	69569.1	4904	1196.25
S13	S15	S09	0.0195854	0.572763	0.283403	0.000213667	81390.8	1112.75	1070
S13	S16	S09	0.0237932	0.6605	0.254467	0.000259833	81439.1	1118.75	1066.75
S17	S13	S09	0.286578	9.6651	0	0.0107233	19422.8	4866	2698.25
S18	S13	S09	0.28441	9.46592	0	0.0106656	19467.5	4870	2713.25
S19	S13	S09	0.284485	9.46496	0	0.0106729	19460	4869	2712.25
S15	S14	S09	0.651816	24.8148	0	0.0183387	75246.4	4643.88	978.875
S16	S14	S09	0.653732	25.5008	0	0.0182903	75401.6	4623.94	968.188
S17	S14	S09	0.53489	29.809	0	0.0290448	16811	8430	2554.5
S18	S14	S09	0.532894	30.2375	0	0.0290076	16833	8434.75	2570.25
S19	S14	S09	0.532822	30.0333	0	0.0290008	16830.8	8435.5	2571
S15	S16	S09	0.0474968	0.487241	0.313044	4.62697e-05	133744	102	92.75
S17	S15	S09	0.293696	9.63954	0	0.0109287	19462.2	4868.5	2658
S18	S15	S09	0.291498	9.44835	0	0.0108833	19499.8	4872.5	2673
S19	S15	S09	0.291576	9.4506	0	0.0108846	19498.2	4871.5	2672
S17	S16	S09	0.293569	9.74582	0	0.0109816	19426.8	4890.5	2670.75
S18	S16	S09	0.291382	9.54146	0	0.0109234	19466	4894.5	2685.75
S19	S16	S09	0.291459	9.54182	0	0.0109189	19464.5	4893.5	2684.75
S17	S18	S09	0.0468085	0.48961	0.312205	5.44018e-05	81698	123	112
S17	S19	S09	0.0464135	0.561002	0.287398	5.44317e-05	81673.5	124	113
S19	S18	S09	0	0	0.5	0	133592	7	7
S10	S11	S12	0.729676	38.0452	0	0.0222851	77884.3	4759.31	743.812
S10	S11	S13	0.563377	27.2627	0	0.0117794	77736.1	3282.75	916.812
S10	S11	S14	0.320516	10.7991	0	0.00799028	74583.4	2880.5	1482.19
S10	S11	S15	0.570003	27.2256	0	0.0119433	77690.9	3290.19	901.125
S10	S11	S16	0.574028	27.6685	0	0.0119852	77670.4	3289.38	890.188
S10	S11	S17	0.990794	874.863	0	0.0672393	79038.2	13678.1	63.25
S10	S11	S18	0.997011	2340.49	0	0.143823	79010.8	29227.8	43.75
S10	S11	S19	0.99584	1822.78	0	0.109704	79013.5	22307.7	46.5
S12	S13	S10	0.0583057	2.13748	0.0162796	0.00160207	53629.9	2915.5	2594.25
S12	S14	S10	0.463436	21.2308	0	0.0201404	46566.3	6377.56	2338.31
S12	S15	S10	0.0647648	2.32959	0.00991385	0.00174957	53835.2	2883.25	2532.5
S12	S16	S10	0.0662803	2.32552	0.0100222	0.00179641	53805.4	2897.75	2537.5
S17	S12	S10	0.282535	8.82681	5.42101e-19	0.00906328	41437.8	4163.75	2329.25
S18	S12	S10	0.278812	8.77829	8.13152e-19	0.00902282	27652.9	4188.75	2362.25
S19	S12	S10	0.278961	8.75608	1.02999e-18	0.0090254	27648.4	4187	2360.5
S13	S14	S10	0.611011	21.6658	0	0.0185791	69550.8	4901.5	1183.5
S13	S15	S10	0.0135104	0.429246	0.333872	0.000147349	81392.2	1106.5	1077
S13	S16	S10	0.0178531	0.529766	0.298137	0.00019475	81439.6	1111.75	1072.75
S17	S13	S10	0.285256	9.55001	0	0.0106478	19407.8	4856.5	2700.75
S18	S13	S10	0.283597	9.38919	0	0.0106104	19452.5	4860.5	2712.75
S19	S13	S10	0.283672	9.36861	0	0.0106131	19445	4859.5	2711.75
S15	S14	S10	0.658984	23.8192	0	0.0184249	75229.6	4642.88	954.375
S16	S14	S10	0.660873	24.3297	0	0.0183713	75384.9	4622.94	943.938
S17	S14	S10	0.535401	29.7157	0	0.0290285	16787.5	8422.25	2548.5
S18	S14	S10	0.53382	30.3727	0	0.029001	16809.5	8427	2561.25
S19	S14	S10	0.533747	30.078	0	0.0289903	16807.2	8427.75	2562
S15	S16	S10	0.0492228	0.534084	0.296642	4.74635e-05	133751	101.25	91.75
S17	S15	S10	0.290659	9.61595	0	0.010795	19453.2	4851.75	2666.5
S18	S15	S10	0.28898	9.44357	0	0.0107594	19490.8	4855.75	2678.5
S19	S15	S10	0.289057	9.42845	0	0.0107587	19489.2	4854.75	2677.5
S17	S16	S10	0.29057	9.68911	0	0.0108464	19417.8	4874	2679.25
S18	S16	S10	0.288899	9.50521	0	0.010796	19457	4878	2691.25
S19	S16	S10	0.288976	9.4882	0	0.0108066	19455.5	4877	2690.25
S17	S18	S10	0.034188	0.361778	0.358759	3.95383e-05	81681.5	121	113
S17	S19	S10	0.0338983	0.425472	0.335246	3.95577e-05	81657	122	114
S19	S18	S10	0	0	0.5	0	133577	7	7
S13	S12	S11	0.199246	7.79009	3.34812e-15	0.00719382	51017.6	3997.5	2669.19
S12	S14	S11	0.145046	8.97494	1.6263e-19	0.00775686	44403.6	5613.14	4191.08
S15	S12	S11	0.193515	7.22185	2.56418e-13	0.00692017	51221.2	3933.94	2658.25
S16	S12	S11	0.189754	6.9405	1.95357e-12	0.00680593	51190.1	3937.75	2681.69
S12	S17	S11	0.523294	18.1427	0	0.0423625	36795.3	11301.7	3536.8
S11	S18	S12	0.734935	42.0148	0	0.110261	26849.2	22955.8	3507.22
S12	S19	S11	0.700038	32.5371	0	0.0896205	22963.7	19937	3517.77
S13	S14	S11	0.462258	17.308	0	0.014906	67601.1	4350.12	1599.75
S13	S15	S11	0.0243507	0.811165	0.208636	0.000285185	79003.6	1106.88	1054.25
S13	S16	S11	0.0334008	1.11602	0.132207	0.00039142	79046.4	1117.69	1045.44
S13	S17	S11	0.528733	23.4363	0	0.0492564	16237.8	13145.6	4052.44
S11	S18	S13	0.604609	33.7233	0	0.061637	28668	16223.8	3997.69
S11	S19	S13	0.604198	33.7159	0	0.0616042	21749.9	16222	4002.44
S15	S14	S11	0.492335	17.5291	0	0.0146009	73277.1	4088.62	1390.88
S16	S14	S11	0.491963	17.3579	0	0.0145109	73424.6	4060.94	1382.81
S14	S17	S11	0.309465	11.2619	0	0.0348676	14043.6	13419.4	7076.62
S11	S18	S14	0.331973	15.1525	0	0.0402066	28947.1	14011.3	7027.12
S11	S19	S14	0.331743	15.1668	0	0.0401705	22028.5	14012.6	7031.38
S15	S16	S11	0.103357	0.986105	0.162041	0.000106255	131355	104.75	85.125
S15	S17	S11	0.526232	22.2126	0	0.0490002	16282.1	13110.2	4069.62
S11	S18	S15	0.60415	31.6412	0	0.0619284	28629.6	16257.8	4011.88
S11	S19	S15	0.603872	31.639	0	0.0618885	21711.2	16261.8	4016.38
S16	S17	S11	0.523588	22.0248	0	0.0489029	16248.6	13125	4104.06
S11	S18	S16	0.600821	31.232	0	0.0616707	28644.1	16225.9	4046.06
S11	S19	S16	0.60053	31.2291	0	0.0615924	21726.1	16230.1	4050.81
S17	S18	S11	0.986737	664.752	0	0.0887524	68058.3	15681.8	104.688
S17	S19	S11	0.961824	266.696	0	0.0492987	68099.9	8826.06	171.75
S19	S18	S11	0.958992	257.202	0	0.0414528	111457	7070.83	148.016
S14	S13	S12	0.429114	18.0465	0	0.0499927	28988.9	11336	4528.38
S13	S15	S12	0.0331431	1.70117	0.044456	0.00206672	33497.2	4163.44	3896.31
S13	S16	S12	0.0288922	1.55644	0.0598015	0.00179423	33555.6	4135.38	3903.12
S13	S12	S17	0.851622	70.0052	0	0.120598	38114.6	24353	1951.5
S13	S12	S18	0.67997	36.626	0	0.0459645	38134.6	10563.1	2012.25
S13	S12	S19	0.680256	36.3616	0	0.0459379	38139.4	10565.2	2010.5
S14	S15	S12	0.500305	21.7462	0	0.0519617	33931.1	10607.8	3533.06
S14	S16	S12	0.500769	22.3159	0	0.051659	34082.3	10549	3509.12
S14	S12	S17	0.866209	88.4722	0	0.132166	33744.1	26790.1	1920.62
S14	S12	S18	0.737289	56.2762	0	0.0585358	33773.6	13009.7	1967.31
S14	S12	S19	0.737319	55.9596	0	0.0585003	33776.3	13009.8	1967.06
S16	S15	S12	0.0496706	1.3296	0.0918249	0.000270321	83075.5	368.5	333.625
S15	S12	S17	0.851618	71.1349	0	0.120172	38295.1	24266.4	1944.62
S15	S12	S18	0.679323	38.6512	0	0.0455639	38318.1	10479.5	2001.12
S15	S12	S19	0.67924	38.3621	0	0.0455226	38318.9	10477.6	2001.38
S16	S12	S17	0.852548	73.0834	0	0.12048	38298.4	24304.5	1934.5
S16	S12	S18	0.681806	40.1789	0	0.0458055	38317.9	10514.1	1989.25
S16	S12	S19	0.681614	39.8544	0	0.0457887	38319.6	10513.2	1990.5
S18	S17	S12	0.963897	203.043	0	0.0880566	56528.5	14068.5	258.625
S19	S17	S12	0.964047	204.298	0	0.0881553	56504.6	14070.1	257.562
S19	S18	S12	0.0168694	0.184527	0.4268	1.71172e-05	108361	81	78.3125
S13	S15	S14	0.331868	24.2412	0	0.0537008	17924.7	11914.2	5976.75
S13	S16	S14	0.341929	25.353	0	0.0552533	17881.7	11994.8	5882.12
S14	S13	S17	0.494726	21.8434	0	0.013119	57544.4	3728.31	1260.31
S14	S13	S18	0.496649	22.3953	0	0.0132149	57529.4	3754.06	1262.56
S14	S13	S19	0.496793	22.5137	0	0.0131778	57529.9	3748.06	1260.06
S15	S16	S13	0.0339443	0.655666	0.25602	0.000428457	54107.9	786.25	734.625
S13	S15	S17	0.0405801	1.10674	0.134202	0.000429334	66706.8	1022.5	942.75
S13	S15	S18	0.0368394	0.980901	0.163321	0.000389313	66671	1020.25	947.75
S13	S15	S19	0.0399288	1.06953	0.142417	0.000421658	66673.5	1022.25	943.75
S13	S16	S17	0.0159232	0.434101	0.332108	0.000169622	66789	1004.88	973.375
S13	S16	S18	0.0131529	0.348747	0.36364	0.0001396	66750.2	1001.38	975.375
S13	S16	S19	0.0161882	0.430729	0.333333	0.000171778	66753.8	1004.38	972.375
S17	S18	S13	0.072348	1.25008	0.105636	0.000218782	65122.8	302	261.25
S17	S19	S13	0.0608078	1.04635	0.147699	0.000183923	65100.5	298.75	264.5
S19	S18	S13	0.183099	0.845665	0.19887	3.49032e-05	116852	21	14.5
S15	S16	S14	0.106744	3.13558	0.000857583	0.00167726	60116.8	908.188	733
S14	S15	S17	0.557159	30.5272	0	0.0135344	63234	3560.25	1012.5
S14	S15	S18	0.557937	32.3265	0	0.0136008	63220	3579.75	1015.75
S14	S15	S19	0.558785	32.3798	0	0.0135968	63220.5	3579.75	1013.25
S14	S16	S17	0.550884	32.0184	0	0.013293	63415.6	3518.38	1018.88
S14	S16	S18	0.551932	33.7588	0	0.0133481	63401.3	3539.38	1021.88
S14	S16	S19	0.552783	33.8959	0	0.0133553	63401.8	3539.38	1019.38
S17	S18	S14	0.0330618	0.555945	0.289124	0.000103487	67581.8	269.5	252.25
S17	S19	S14	0.0272597	0.467169	0.32019	8.5472e-05	67558.2	268.5	254.25
S19	S18	S14	0.103448	0.451746	0.325726	1.80093e-05	119338	16	13
S16	S15	S17	0.256991	2.60941	0.0045349	0.000259853	119176	118	69.75
S16	S15	S18	0.248	2.4228	0.00770065	0.000249951	119141	117	70.5
S16	S15	S19	0.248	2.42412	0.0076728	0.000249512	119142	117	70.5
S17	S18	S15	0.0585153	0.974586	0.164883	0.000180606	65051.2	303	269.5
S17	S19	S15	0.0576419	0.984829	0.162354	0.000177932	65026	302.75	269.75
S19	S18	S15	0.0149254	0.0660684	0.473662	2.69544e-06	116775	17	16.5
S17	S18	S16	0.0615452	1.05001	0.146857	0.00018997	65098.8	304	268.75
S17	S19	S16	0.0608848	1.04679	0.147597	0.000187399	65072.5	302.75	268
S19	S18	S16	0.0140845	0.0644175	0.474319	2.69644e-06	116822	18	17.5
S19	S18	S17	0.0269271	0.796986	0.21273	0.00021087	52496	486.25	460.75
